Attribute count,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature,Legend,mint,rank
8,The Greatest,Crown,Scratch,No Trait,No Trait,Shook Up The World,Navy Suit,Black,Dosbrak,Muhammad Ali,FNG9ecxZFjJ8zknqo7bkrP8T1PB27eqnKdLdrL3NafgB,30
7,The Greatest,Crown,No Trait,Medal,No Trait,No Trait,Black Suit,Orange,Dosbrak,Muhammad Ali,DRm3YhCNpXEaDkf5AeH8ZR6pxoJhkQGq2qLnM8fprbbK,31
7,Butterflies And Bees,Crown,No Trait,No Trait,Wayfarers,No Trait,Gown,Solana,Dosbrak,Muhammad Ali,7QKavbXXPZR1De3d9oR67xuejjtbCAzujkN1JFx3GBCM,32
7,The Greatest,Crown,No Trait,No Trait,No Trait,Shook Up The World,Gown,Orange,Dosbrak,Muhammad Ali,DqBEokcVuMjoaaHUBw67giaTTuuFvL7BYTV7CEUNzzTe,33
8,The Greatest,Crown,No Trait,No Trait,Wayfarers,Red Gloves,Black Suit,Red,Dosbrak,Muhammad Ali,4JDHSm2nWPUbj3r4VJU7ZsQYom5v5ZYFZjdH1rEKveA7,34
8,Underwater,Crown Goat,No Trait,No Trait,Side Eyes,Red Gloves,Astronaut,Solana,Dosbrak,Muhammad Ali,2K2C3UG1Y5C82HUWS6KupVqogxi4U7DtYH81yVoAHGT1,35
7,Butterflies And Bees,Crown,No Trait,No Trait,No Trait,Red Gloves,Navy Suit,Purple,Dosbrak,Muhammad Ali,CvfgMLe8NbJyjT6FE31JbULmY2XT8DU3YXSgAGcJ89uB,36
7,The Greatest,Hat,No Trait,No Trait,No Trait,Diamond Gloves,Gold Suit,Usa,Dosbrak,Muhammad Ali,BnMQ59a4Hb8poGVexzSjYbjqjczCgqXVD72u6pD1wtL2,37
6,The Greatest,Crown,No Trait,No Trait,No Trait,No Trait,Black Suit,Black,Dosbrak,Muhammad Ali,H6EEjtrf5Sq5KNHdEyafuPzQc3Q6BL5wFTSv6DA73fL5,38
7,The Greatest,Crown,No Trait,No Trait,No Trait,Black Gloves,Navy Suit,Red,Dosbrak,Muhammad Ali,BNDkpm8DEWPsVRUpi2XmmoEyVro5td2rWgkoMJH7YWss,39
7,The Greatest,Crown,Sweat,No Trait,No Trait,Speed Ball,No Trait,Purple,Dosbrak,Muhammad Ali,BAcoGV6yjsfvQprijjmoqzqDHAoDwG935Kf4mwrHrfmG,40
7,The Greatest,Crown,No Trait,No Trait,Bruised Eye,Red Gloves,No Trait,Red,Dosbrak,Muhammad Ali,4x4JPYh9mnedDZkXMsR46zHnhYQuBZDo1hXcwnRVVVd5,41
7,The Greatest,Crown,Sweat,No Trait,Wayfarers,No Trait,No Trait,Black,Dosbrak,Muhammad Ali,9a9Mgbghi4V67DofjS8nMmPYiA9N52WeckqWwDMo9NaX,42
8,Underwater,No Trait,Scratch,Goat Mouthguard,No Trait,Black Gloves,Astronaut,Solana,Dosbrak,Muhammad Ali,FwF9SzEbCKFEFLUb1XzL6LdxBrHFLJLX8DTGCC2RwbkT,43
8,The Greatest,Hat,No Trait,Locked,No Trait,Diamond Gloves,Elvis Gown,Red,Dosbrak,Muhammad Ali,E5UKEukKrw4bgFEWpJeEjmtSWubVRDn7Jc7ncr4NoMQh,44
6,Butterflies And Bees,No Trait,No Trait,No Trait,No Trait,Mirror,Astronaut,Gold,Dosbrak,Muhammad Ali,HJMjs22CdXK7VvV2BNdMDcB6Khrh2tnAmN2JAJHBMPA4,45
8,Butterflies And Bees,No Trait,Scratch,No Trait,Bruised Eye,Speed Ball,Astronaut,Purple,Dosbrak,Muhammad Ali,ACRufvUHu2ip8MTXFKafQ9x9bLg946s4C7M5eQoykSBq,46
6,Butterflies And Bees,No Trait,No Trait,Locked,No Trait,No Trait,Astronaut,Red,Dosbrak,Muhammad Ali,BQXsS34pMwkwNoGQurPWsg83iDLZus5PJjgptEvefoeU,47
8,The Greatest,Hat,No Trait,No Trait,Wayfarers,Postage Stamp,Astronaut,Black,Dosbrak,Muhammad Ali,3CVDCRqezMrq4pxVfS2Wc5W5YaWkX3mMgxdsBqbggKKj,48
7,The Greatest,Hat,No Trait,No Trait,Side Eyes,No Trait,Astronaut,Orange,Dosbrak,Muhammad Ali,CcoX9qhGKK74MPKSya9uPKSeZ4iojtUv3RJtzpLzPBhB,49
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Mirror,Astronaut,Orange,Dosbrak,Muhammad Ali,AZENXqp3KkQbkTEUniiB9wdsvv9KK3894Gf9VKEUGUxH,50
6,Underwater,Sparring Headgear,No Trait,No Trait,No Trait,No Trait,Astronaut,Solana,Dosbrak,Muhammad Ali,5cPJEzkra3HozBRUeod7pQErb4JJBMQ6QeSCAxzfL3jf,51
6,Butterflies And Bees,No Trait,No Trait,No Trait,No Trait,Shook Up The World,Astronaut,Gold,Dosbrak,Muhammad Ali,8KNyZjt3UcVEDrDsNdhpJcJ1XcgsxHxy9qhZGRuYYGwC,52
7,The Greatest,No Trait,Scratch,No Trait,No Trait,Speed Ball,Astronaut,Purple,Dosbrak,Muhammad Ali,3Ly16byQZjMUCgtMrAJrc5VSYy6ScDncVHpd9fXDVcGZ,53
7,Butterflies And Bees,Hat,No Trait,No Trait,No Trait,Speed Ball,Astronaut,Orange,Dosbrak,Muhammad Ali,BESzduTgHdjjpd4fBqW4oxaQABH8dNga4L5uVKSmKzht,54
8,The Greatest,Hat,No Trait,Goat Mouthguard,No Trait,Diamond Gloves,Elvis Gown,Purple,Dosbrak,Muhammad Ali,C5apsnHAefEACEdsdTF2ukbaZYgJA6z3Tv5QgbF2Yqvg,55
6,Underwater,No Trait,No Trait,No Trait,Bruised Eye,No Trait,Astronaut,Black,Dosbrak,Muhammad Ali,5EYnJ36KBj8aroiKB3UGKtgyAprVt7gzukp6fFjKWiex,56
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Shook Up The World,Astronaut,Gold,Dosbrak,Muhammad Ali,12XDdPKaRB5ynPF9R89bMqVZnSNQtzT86zfXTnDNbjbz,57
7,Underwater,No Trait,Sweat,No Trait,Wayfarers,Diamond Gloves,No Trait,Usa,Dosbrak,Muhammad Ali,5MtngHko1dTPcx7JYpSHHAtshfua1S4HztWPdmdSLkC2,58
6,Underwater,No Trait,No Trait,No Trait,No Trait,Black Gloves,Astronaut,Solana,Dosbrak,Muhammad Ali,DbSYVoCo9CVudh3N9x41ciuqkH4fCzkZucfYYU9DUFxi,59
6,Butterflies And Bees,Crown Goat,No Trait,No Trait,No Trait,No Trait,Astronaut,Orange,Dosbrak,Muhammad Ali,588tvNx5ebEnSxmLRtqNjMRSeuKArg9NGr5Ut3rs1sEy,60
7,The Greatest,Crown Goat,No Trait,No Trait,No Trait,Black Gloves,Astronaut,Orange,Dosbrak,Muhammad Ali,DUvV6KG25ZjEUL3MZVDGx5A94iWdx3zCe9EafRtscEMC,61
7,The Greatest,No Trait,No Trait,Medal,No Trait,Red Gloves,Astronaut,Red,Dosbrak,Muhammad Ali,2ehKP8UFSTHvqGj1jrwzRVV8jGZtsoc3nQajnFfrTbzR,62
9,Butterflies And Bees,Hat,No Trait,Medal,Bruised Eye,Diamond Gloves,Gown,Purple,Dosbrak,Muhammad Ali,3kyTGN7QYX9LYBtEsjfBeUKuDV6CK8iur4zUJEAmtvbz,63
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Gold Suit,Gold,Dosbrak,Muhammad Ali,Fy2oJ9Uy6DqPb3Q2GzXFNc3C3XQW3eDYh1kJBXPyMts8,64
8,The Greatest,No Trait,Scratch,Goat Mouthguard,No Trait,Diamond Gloves,Black Suit,Black,Dosbrak,Muhammad Ali,GveTTyG2HL8CMcJJ3hctpfNA4UUJNCVL87fCSGUJGB5Y,65
8,The Greatest,Sparring Headgear,Sweat,No Trait,Side Eyes,Diamond Gloves,No Trait,Orange,Dosbrak,Muhammad Ali,3i2HpqNgJDEbFKXb87g2Weq7gZqvgp3fE2VVMN3sJ6mj,66
8,The Greatest,Halo,Moustache,Goat Mouthguard,No Trait,No Trait,Gold Suit,Black,Dosbrak,Muhammad Ali,GPnvbu2GBhmadFiDac7xwp1P7yWopHUhaDboGMoHEJBq,67
7,Butterflies And Bees,No Trait,No Trait,Locked,No Trait,Black Gloves,The King's Gown,Usa,Dosbrak,Muhammad Ali,7ErEgKGPiVHhctknNPENH4xhXmHpH5oQsKjekWqQAoPL,68
7,Butterflies And Bees,No Trait,No Trait,No Trait,Wayfarers,Diamond Gloves,Black Suit,Black,Dosbrak,Muhammad Ali,GycvDbBCVRvvugKb7PfkrAvV9aabdHFTLAT2ZhnfuXbQ,69
7,The Greatest,Sparring Headgear,No Trait,No Trait,No Trait,Diamond Gloves,Black Suit,Red,Dosbrak,Muhammad Ali,HZXqJZnoTKjCDHqagLfDP5tTW42wpAvBKWvN3NQ2SPVz,70
7,Butterflies And Bees,No Trait,Moustache,No Trait,No Trait,Shook Up The World,Purple Suit,Usa,Dosbrak,Muhammad Ali,Fy9WePNNpjRj2mZqp6A453xbTssf6Rs1zdjPBjeAYqWJ,71
8,The Greatest,Halo,Moustache,No Trait,No Trait,Speed Ball,Elvis Gown,Solana,Dosbrak,Muhammad Ali,8sXV2EdU7hw6iKJzFFArwuKrRjSwEEmwd52tUDfkA7on,72
7,The Greatest,Sparring Headgear,No Trait,No Trait,No Trait,Diamond Gloves,Gown,Red,Dosbrak,Muhammad Ali,8yNNHiFfyRTE4pyA9sAAvhe7wvoi93xzthS87UmhMX4g,73
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Purple Suit,Solana,Dosbrak,Muhammad Ali,4uP1CYZDHmnWBa6XTWUBnWdmYMrrNXsxmbts2xQAB26v,74
6,Butterflies And Bees,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Black Suit,Red,Dosbrak,Muhammad Ali,G4KBFg3bP6pBpFuoKLBitnEu6UHS8UqLouTLq3EyFmNn,75
7,The Greatest,No Trait,No Trait,Medal,Bruised Eye,Diamond Gloves,No Trait,Orange,Dosbrak,Muhammad Ali,2VMdmnzMKhZ5iLjTAarryBnU9WzShpsfvwYHjnE8aCeM,76
7,The Greatest,Sparring Headgear,No Trait,Goat Mouthguard,No Trait,Diamond Gloves,No Trait,Black,Dosbrak,Muhammad Ali,8nLew2tAXq45gi16NkYVbd4vhqvgYTxbKzLSCSUqFUiK,77
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Peach Suit,Purple,Dosbrak,Muhammad Ali,A6BxcUJ6iZDQrjaa3m7CV3octRJJiDjuj5JMQnNsr1k4,78
9,Butterflies And Bees,Halo,Moustache,No Trait,Wayfarers,Shook Up The World,Navy Suit,Gold,Dosbrak,Muhammad Ali,9k3fs27w8HtXBuzbbF5bY3yJvrpfTHi5TQg2RodZbahZ,79
8,The Greatest,Hat,Moustache,No Trait,No Trait,Speed Ball,Gown,Usa,Dosbrak,Muhammad Ali,7SseUQzwhY2BgWkg3EtKnPbbxaJvqYkvNtq4UxV8QLsQ,80
7,Butterflies And Bees,No Trait,Moustache,No Trait,No Trait,Shook Up The World,Gold Suit,Orange,Dosbrak,Muhammad Ali,8FunCxkmyUerRqLzDdiPv9pfpEnqvCiT9Vf6TTYh24x9,81
6,Underwater,No Trait,Sweat,No Trait,No Trait,Diamond Gloves,No Trait,Solana,Dosbrak,Muhammad Ali,uVmZPgttt2DRG87agoskKFQXCNWrhgTXPGJLd7ZD66x,82
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Peach Suit,Orange,Dosbrak,Muhammad Ali,6ryXZ98Wr7B3LNYxuBKwfYRfPbzdBFtGeFGAjFSgKtkq,83
6,The Greatest,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Peach Suit,Black,Dosbrak,Muhammad Ali,2sV3B1cHidDMFgbQUs2TsqB8NbqBxyc2yvLSCG3ZbLkU,84
7,The Greatest,No Trait,Moustache,No Trait,No Trait,Shook Up The World,Gold Suit,Solana,Dosbrak,Muhammad Ali,EgcwYS2RDZL2ER7LoZuer1P1Z91kPqKCJYHxc26Z4FiP,85
8,Butterflies And Bees,Sparring Headgear,Moustache,Goat Mouthguard,No Trait,No Trait,Elvis Gown,Orange,Dosbrak,Muhammad Ali,2LAQC5gjyCPMi9aRLe2y6BgfakFyetogM5PfYqWYH8sE,86
6,Butterflies And Bees,Crown Goat,No Trait,No Trait,No Trait,Diamond Gloves,No Trait,Red,Dosbrak,Muhammad Ali,kZR75UG7tBANY72nSmMbYi8RytpV1nauQWZArdTRKZb,87
7,The Greatest,No Trait,Sweat,No Trait,Bruised Eye,Diamond Gloves,No Trait,Purple,Dosbrak,Muhammad Ali,4tvxt94bJVAGeyYWEHn1vvchs2n4Hgo4qqF43j3ZWq9F,88
8,The Greatest,Crown Goat,Moustache,Locked,No Trait,No Trait,Black Suit,Red,Dosbrak,Muhammad Ali,5iEbaYh3U9NN4eufJ9DBmaxZswgUWaBTgcGCPr4fNH2E,89
7,The Greatest,Sparring Headgear,Sweat,No Trait,No Trait,Diamond Gloves,No Trait,Orange,Dosbrak,Muhammad Ali,BMngXB6yXFBiFP2b1UrkuVfzseTM7ZUEU9wTyppB6NoG,90
8,Butterflies And Bees,Crown Goat,Moustache,No Trait,No Trait,Microphones,Gown,Purple,Dosbrak,Muhammad Ali,C9xaUW228HR1pVEjLZXMb2EDP69M97Wn2RT3wF1qAdmR,91
7,Underwater,No Trait,Moustache,Locked,No Trait,No Trait,Purple Suit,Black,Dosbrak,Muhammad Ali,HmgKsDNxvUSV4fXukuC8gvVGxsDmg6eRcY3rQFZHKAys,92
7,The Greatest,Sparring Headgear,Sweat,No Trait,No Trait,Diamond Gloves,No Trait,Black,Dosbrak,Muhammad Ali,wDaoCSY3KRwYWfuhToWEByXTim2BUEqsMQGmYi9hX4p,93
7,Underwater,Crown Goat,No Trait,No Trait,No Trait,Mirror,The King's Gown,Solana,Dosbrak,Muhammad Ali,Cp4BSekHJwjsA4woBNb96xrm6Un6e3rSuuKA1CVB8PNB,94
8,The Greatest,Crown Goat,Moustache,No Trait,No Trait,Microphones,Peach Suit,Red,Dosbrak,Muhammad Ali,Buq4M8XQRFSGwGrVccMkYekFjRqswX8j51ABk8iNxgyy,95
9,Underwater,Sparring Headgear,Moustache,Medal,No Trait,Black Gloves,Peach Suit,Purple,Dosbrak,Muhammad Ali,5JeJebANAv14MGHw5zdViv42F1yYw82c5dUTv56f5U9z,96
8,Underwater,Crown Goat,No Trait,No Trait,Bruised Eye,Postage Stamp,The King's Gown,Solana,Dosbrak,Muhammad Ali,DoGknt2tk39et4Fi2SZ6tQhYdPdWxfNDrgJGa85GKzWy,97
6,The Greatest,No Trait,No Trait,Goat Mouthguard,No Trait,Diamond Gloves,No Trait,Red,Dosbrak,Muhammad Ali,7Asa6BVY2AomrfQoWizHfhRTJ65MyGRTu9NimEnqCExN,98
7,The Greatest,Hat,Moustache,No Trait,No Trait,No Trait,Gold Suit,Purple,Dosbrak,Muhammad Ali,BAjY9d6CAxo4vRwhfGHncMHz7oJDcrBXBXTuKjmspUwd,99
8,Underwater,No Trait,Moustache,No Trait,Wayfarers,Microphones,Navy Suit,Black,Dosbrak,Muhammad Ali,Gd6BTZ5LkX7VoaRd4bS7DbjaSE7QdFY1HJEhGYbtpSao,100
8,The Greatest,No Trait,Scratch,Locked,No Trait,Black Gloves,The King's Gown,Black,Dosbrak,Muhammad Ali,ESPkNi4dZjwFxBEugG3jexApaujgVUfK4o5EGXqQAsK2,101
6,The Greatest,No Trait,Sweat,No Trait,No Trait,Diamond Gloves,No Trait,Orange,Dosbrak,Muhammad Ali,JAgHvq6fYLErhKjNwEd6wTn1DUXM4hgLEgyEEf3wYYea,102
8,Butterflies And Bees,Crown Goat,Moustache,No Trait,Side Eyes,No Trait,Navy Suit,Orange,Dosbrak,Muhammad Ali,56twhmrBoBYZsB4LgKnV5PKSDeVuXrss46jkXydoi9o3,103
7,Butterflies And Bees,No Trait,Moustache,No Trait,No Trait,Speed Ball,Elvis Gown,Red,Dosbrak,Muhammad Ali,FUayYQjYyjYrBStD5F85Rj6oe4us1v8xgDa4SZ9c1Fpi,104
8,The Greatest,Sparring Headgear,No Trait,Medal,Side Eyes,No Trait,The King's Gown,Black,Dosbrak,Muhammad Ali,3okG74j7812MNKo3BR1dHLqg7t2b7VggLWsKXmaNauZ8,105
8,The Greatest,Crown Goat,No Trait,Goat Mouthguard,Side Eyes,No Trait,The King's Gown,Black,Dosbrak,Muhammad Ali,HRXzWmrfLJ8GvHgHnJW1QYmKCYRtnw2oKw9eh6oR9b99,106
8,The Greatest,Sparring Headgear,Moustache,No Trait,No Trait,Postage Stamp,Gown,Solana,Dosbrak,Muhammad Ali,4Np3o1hPFpqVe4fbX1ybzqhx89Dr24BqR3K41EShtjHR,107
7,Underwater,No Trait,Scratch,No Trait,No Trait,Lightbulbs & Wings,Elvis Gown,Solana,Dosbrak,Muhammad Ali,3dzG7MqMmyttdvUd69zAZToFHbGreA3LKQ1p1DK9j3Vs,108
8,The Greatest,No Trait,Moustache,Medal,No Trait,Shook Up The World,Peach Suit,Orange,Dosbrak,Muhammad Ali,B7vDXAuzmNkEWg64joi55ci6yGTQrE5n2LVK6x2RPH5v,109
7,The Greatest,No Trait,Moustache,No Trait,No Trait,Microphones,Gown,Gold,Dosbrak,Muhammad Ali,2zit94kHY8AHqTgDqEYzgKW37hzpo8BUKriDdSjmGFsd,110
7,Underwater,No Trait,Moustache,No Trait,No Trait,Postage Stamp,Gown,Purple,Dosbrak,Muhammad Ali,2H2cVaBKzqTWh99k7RXrWmJMtW1NZkvaXEcPfwxKrdwn,111
7,The Greatest,No Trait,Moustache,No Trait,No Trait,Black Gloves,Elvis Gown,Purple,Dosbrak,Muhammad Ali,EjL3tnAXtTwbJ75fcBFLJaEiPtBf2GxuQGMs2YAaHgRD,112
8,The Greatest,Hat,No Trait,Medal,No Trait,Shook Up The World,The King's Gown,Purple,Dosbrak,Muhammad Ali,EP3K2z4AEzemuc83DRQUm8tFeK2qtJ7cLWNdBFib8mVY,113
7,The Greatest,No Trait,No Trait,No Trait,Wayfarers,Microphones,The King's Gown,Solana,Dosbrak,Muhammad Ali,GKWVndAu2GcYCKKc6JTrjXSs6U4ZGGW7vmVPpoF5JyHW,114
7,The Greatest,Hat,Moustache,Locked,No Trait,No Trait,No Trait,Black,Dosbrak,Muhammad Ali,3WYbiNbmRrAGHYkgXc7z27pbr3VUp6sxqUEdomBWb7C3,115
8,Butterflies And Bees,No Trait,Moustache,No Trait,Side Eyes,Red Gloves,Navy Suit,Orange,Dosbrak,Muhammad Ali,2NKCJFVeS8KRPvrTuNqeEYhnCJtQdTCp4styRyVfbE1z,116
7,Butterflies And Bees,No Trait,No Trait,No Trait,Wayfarers,Lightbulbs & Wings,Gold Suit,Orange,Dosbrak,Muhammad Ali,897Kp5iHTdS3b9jftV8S2aKNPqjwedVNpx4ujTrTs2h8,117
7,The Greatest,No Trait,Moustache,No Trait,No Trait,Shook Up The World,Purple Suit,Solana,Dosbrak,Muhammad Ali,8JcngXAdgKx78tMVpBmn6vBAFqAoBcrYaCFnJ1iwFSXb,118
7,Butterflies And Bees,No Trait,No Trait,Locked,No Trait,Lightbulbs & Wings,Black Suit,Purple,Dosbrak,Muhammad Ali,DeY7LaV4WJiVYqViTciE52smwLPThXYwRSc17VNYR3u7,119
6,Butterflies And Bees,No Trait,No Trait,Locked,No Trait,No Trait,The King's Gown,Black,Dosbrak,Muhammad Ali,9X9TwwaGHYvUpjxKmHpqV9hNiiWmffUQMy5caXu3CyMW,120
9,The Greatest,No Trait,Scratch,Locked,Wayfarers,Microphones,Gold Suit,Orange,Dosbrak,Muhammad Ali,FuQxuHg3fqt9dmcYM9PyCND9dFbREUfNquJBLkVha4UA,121
7,The Greatest,Halo,No Trait,Goat Mouthguard,No Trait,No Trait,The King's Gown,Orange,Dosbrak,Muhammad Ali,3wS8r3oJzzZeHB5spujQQth9itLBSD82BhbvQ29yVDef,122
9,The Greatest,Hat,Scratch,No Trait,Wayfarers,Black Gloves,The King's Gown,Red,Dosbrak,Muhammad Ali,CWXdNEnkEe6F5YKBsCPLRNqjKq4pEZcFnzD9jx56z9jb,123
7,The Greatest,No Trait,No Trait,Goat Mouthguard,No Trait,Lightbulbs & Wings,Navy Suit,Usa,Dosbrak,Muhammad Ali,FSd2Kg6FRy48cf2XgyKMEk4SnZSWE2cNDDgxpHW8kxcQ,124
7,The Greatest,Halo,No Trait,No Trait,Wayfarers,No Trait,The King's Gown,Purple,Dosbrak,Muhammad Ali,2eLeGvkzYSTqTopLcYXLi8Jt7kYRJD3mMZdW32LAofqr,125
6,The Greatest,No Trait,Moustache,No Trait,No Trait,No Trait,Elvis Gown,Red,Dosbrak,Muhammad Ali,9uH6cy1dDeGS2hMDjxrkSmZV4MfyGXcs2kfUixpsKu1f,126
9,Underwater,Crown Goat,Scratch,Locked,Wayfarers,No Trait,Gold Suit,Solana,Dosbrak,Muhammad Ali,827DPKs9ZAvYygbdqe6ZwQBj1pcn85QyToYrz8Pn7ewe,127
8,The Greatest,Crown Goat,No Trait,Medal,Wayfarers,No Trait,The King's Gown,Orange,Dosbrak,Muhammad Ali,3ZzuPRZYvu4EzSYowho8gyAEhdQ8Gr261AkaKz71Vquz,128
