Attribute count,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature,Legend,mint,rank
8,Standard,Crown,Sweat,No Trait,No Trait,Raining Pucks,Black Jersey,Black,Dosbrak,Alexander Ovechkin,HXPcycuFf1QVJAiZmvU4k3MkPuMvjWbFrNd2eqbuGRPf,17
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Gold Stick,Ice Ice Ovi,Hockey,Dosbrak,Alexander Ovechkin,3CrA72REoDCSG5acEGb7Ntr6DRkfXk3yB4N8A6zDX9mQ,18
8,Old,No Trait,Big Beard,No Trait,Bruised Eye,Gold Stick,Astronaut,Green,Dosbrak,Alexander Ovechkin,4JHPA7gP7KFUMbgvcHQC3xJPYbija2wSNgoQ4mA4K2q5,19
7,Standard,No Trait,Bloody,No Trait,No Trait,Raining Ice Pucks,Astronaut,Blue,Dosbrak,Alexander Ovechkin,FBLjRgAj1GiNxjYpfmGFwUGuHYWwv3X3G9ftoLyGn4L4,20
8,Standard,Gold Helmet,No Trait,Diamond Grill,No Trait,Diamond Glove,Solana Jersey,Hockey,Dosbrak,Alexander Ovechkin,B53ixEKPHyNoJ54Li7sMs74fVZDptS7non1ZaTsUnEm4,21
9,Old,Ba Snapback,Sweat,No Trait,Bruised Eye,Ice Stick,Astronaut,Russia,Dosbrak,Alexander Ovechkin,7Su4KJPo1qqhhDHMHr5FpE1dA8KkkHEqqLuuGyYjQMVB,22
8,Standard,Gold Helmet,Sweat,Diamond Grill,No Trait,No Trait,Red Jersey,Hockey,Dosbrak,Alexander Ovechkin,46WBDNAYnyCpJPswBLG8nZBuzmesPDt6pJZjFnYknxzN,23
8,Young,Gold Helmet,No Trait,No Trait,Wayfarers,Fire Stick,White Jersey,Red,Dosbrak,Alexander Ovechkin,BD6zqtN2Rwq6QhsEc4KnYNLuJEEMxZJXXVGye2ttVeqC,24
9,Standard,Black Helmet,Sweat,No Trait,Wayfarers,Fire Stick,Suit,Red,Dosbrak,Alexander Ovechkin,9GAAHVC6ZGfWf9t1a1AiXFG46WWyMDauFdmPJdJYzAQi,25
7,Old,Russian Hat,No Trait,No Trait,No Trait,Fire Stick,Suit,Orange,Dosbrak,Alexander Ovechkin,FzxSMkXuNCeQEtScpR6Rnoq6Jerdf6gZGzV9naeaVc9W,26
7,Standard,No Trait,No Trait,No Trait,Bruised Eye,Fire Stick,Black Jersey,Blockasset,Dosbrak,Alexander Ovechkin,Hh66xnxKKkiRKhT9suGTFqHGUncmjGi7RbWpxZbHx2zy,27
9,Standard,Russian Hat,Sweat,Diamond Grill,No Trait,Gold Stick,Astronaut,Green,Dosbrak,Alexander Ovechkin,DR8QnTZc7mHCbwjbqYfi4yScivNYad97NxF2etm8QDsa,28
8,Standard,No Trait,No Trait,Gold Teeth,Bruised Eye,Raining Pucks,Astronaut,Blockasset,Dosbrak,Alexander Ovechkin,FdHNN5jgPj8zHh4zD3wwVeu3xc6BLsN4e3Ks1zYkF5ah,29
8,Old,Russian Hat,No Trait,No Trait,Bruised Eye,Fire Stick,Blue Jersey,Green,Dosbrak,Alexander Ovechkin,Ea65fZiTcvr9VnGQnXgQ7srZ31n5Bd9fKdJbzBHs2zSP,30
8,Young,Black Helmet,Sweat,No Trait,No Trait,Fire Stick,Patriot,Green,Dosbrak,Alexander Ovechkin,DvPKQMecBahmspfVwJKkZJnjJr5SgiyFyCTMYqg8kwvN,31
8,Standard,Russian Hat,Bloody,No Trait,No Trait,Fire Stick,White Jersey,Black,Dosbrak,Alexander Ovechkin,ApXZeoNkMa3KV2ZcaByYp25z3sJe9XagjA3MCPo5EdGs,32
8,Old,Black Helmet,Sweat,No Trait,No Trait,Dentist,Black Jersey,Hockey,Dosbrak,Alexander Ovechkin,5vspS9co2CHNiCNwh42BzpN8NW94p5Ek1KCmBMAy5cKt,33
8,Old,No Trait,Sweat,No Trait,Bruised Eye,Fire Stick,Blue Jersey,Black,Dosbrak,Alexander Ovechkin,6WEqMUqoEVhub38yAAmHDtay1soPCkZw4zpjewUtSnpg,34
8,Standard,Ba Snapback,No Trait,Jaws,No Trait,Fire Stick,Red Jersey,Black,Dosbrak,Alexander Ovechkin,B4FiMzxgmkEsZfJCb8DRmZdaZPSQssangx1rRxGGbKyg,35
9,Standard,Russian Hat,No Trait,Jaws,Bruised Eye,Gold Stick,Astronaut,Green,Dosbrak,Alexander Ovechkin,My5tUhQSoYHKFKpRFrjJWcVtZW2oYbiikuyRxVDaXLt,36
8,Standard,Black Helmet,No Trait,No Trait,Wayfarers,Fire Stick,Blue Jersey,Black,Dosbrak,Alexander Ovechkin,DiucQuL4jXAyXNVcmFqFYbQj9iDoZPHHzJd4v3Ebs1kL,37
8,Standard,No Trait,Sweat,Jaws,No Trait,Bloody Glove,The Red Machine,Hockey,Dosbrak,Alexander Ovechkin,G7maLmYeqaRaS7kvA8RGzFjUU82zJzPgxyqgoUb3pztW,38
9,Standard,Black Helmet,Bloody,Gold Teeth,No Trait,Gold Glove,Astronaut,Green,Dosbrak,Alexander Ovechkin,BEjJiCWsq3mngeH8yJHe3RUnc99BC7ADRSAyKyKCquCu,39
8,Standard,No Trait,Sweat,Diamond Grill,No Trait,Gold Glove,Astronaut,Black,Dosbrak,Alexander Ovechkin,FUuQXodGARWePskVsWthmiskHkEweWtwBzcS3ve2XHrC,40
9,Old,No Trait,Sweat,Gold Teeth,Wayfarers,Gold Glove,Patriot,Hockey,Dosbrak,Alexander Ovechkin,3oJLqW1Wn4ZBoQ3ciAmzyYi1BKj6KzdiimDu4MtM5hZ6,41
9,Standard,Russian Hat,No Trait,Jaws,Wayfarers,Raining Pucks,Black Jersey,Hockey,Dosbrak,Alexander Ovechkin,96QvScci2vFa6tehJdp9bi595CiT9nLT7Jad1kJsg2WS,42
8,Standard,Black Helmet,Sweat,No Trait,No Trait,Gold Glove,The Red Machine,Hockey,Dosbrak,Alexander Ovechkin,4kAwsNEhpnnhv1gwRWXaMveWTZaNdtREvbHmv4QPQ5hg,43
7,Old,No Trait,No Trait,No Trait,Bruised Eye,Fire Stick,Red Jersey,Green,Dosbrak,Alexander Ovechkin,5jcTikmYChX4dBM859t55khjS39fxJqyHpVLwVRdEYfo,44
7,Standard,No Trait,Sweat,No Trait,No Trait,Fire Stick,Solana Jersey,Orange,Dosbrak,Alexander Ovechkin,DujUFnSW1Hoi73AkK4uwoFUMbsyjsJGT22C7FD7y6Rgo,45
9,Standard,Ba Snapback,Sweat,Gold Teeth,No Trait,Raining Pucks,White Jersey,Hockey,Dosbrak,Alexander Ovechkin,AekP77YjaJJhR3QS4WmtSw8kyjGYfZr6F3Ww4w4XxFSt,46
9,Standard,Gold Helmet,No Trait,Diamond Grill,Laser Eyes,Gold Glove,Ice Ice Ovi,Orange,Dosbrak,Alexander Ovechkin,Fu3CU7NdgQs5MnJVFvLAJYxdMrgyHqh6nyfrdbUoZc3g,47
9,Young,Ba Snapback,Big Beard,No Trait,Wayfarers,Raining Ice Pucks,Black Jersey,Orange,Dosbrak,Alexander Ovechkin,4zEiqfWY7Gt1ggWxthgkVNKUvKY8dUc7uJpgAXweoS4c,48
7,Old,Black Helmet,No Trait,No Trait,No Trait,Fire Stick,Red Jersey,Red,Dosbrak,Alexander Ovechkin,3qYDpPfD74dwgxFJgsZMWLWH8tQA1AQx1feMbyWmCu11,49
7,Standard,Russian Hat,No Trait,No Trait,Bruised Eye,No Trait,Blue Jersey,Hockey,Dosbrak,Alexander Ovechkin,41qoUbchn9W1aGzpcZuSahzQ7YS95A1pERrr1vdmVndj,50
8,Standard,No Trait,No Trait,Jaws,Bruised Eye,Ice Stick,Astronaut,Green,Dosbrak,Alexander Ovechkin,CsFjSHGuUJBAgi66yyRdkXpnUmjXPVRpebyYjxoCdn5q,51
7,Standard,Russian Hat,Bloody,No Trait,No Trait,No Trait,Red Jersey,Hockey,Dosbrak,Alexander Ovechkin,DZuQPiJcb2oZm95Bme872Ru5wh5xPExX4K7CAEvY8bns,52
6,Standard,No Trait,No Trait,No Trait,No Trait,Fire Stick,Blue Jersey,Blue,Dosbrak,Alexander Ovechkin,935NN1Eu9WV9XFSAoeRFWMjcTrz4RWxAx99TJQHexgeD,53
7,Old,Black Helmet,No Trait,No Trait,Bruised Eye,No Trait,Astronaut,Black,Dosbrak,Alexander Ovechkin,9X4vLW8Uvf2qCntkZNqF1Y1Wd2PKkqQbHJHienaeKWKc,54
7,Old,Black Helmet,No Trait,No Trait,No Trait,Gold Stick,Patriot,Hockey,Dosbrak,Alexander Ovechkin,EAnufv4bmwvpAyzEt2RSeifH8jqYeAwDHWkbhHZe3Pd6,55
6,Standard,No Trait,Bloody,No Trait,No Trait,No Trait,Solana Jersey,Hockey,Dosbrak,Alexander Ovechkin,CAvPtk5yWgjAQouGkEzai8FTYnQPcZm62YmmDR3rATTZ,56
8,Standard,Russian Hat,No Trait,No Trait,Bruised Eye,Raining Pucks,Astronaut,Black,Dosbrak,Alexander Ovechkin,4KafzqoUvRhkgpCn9sRAp2epJarsnQJz2RC6tA8Un3Hn,57
7,Standard,No Trait,No Trait,No Trait,Laser Eyes,Raining Pucks,Astronaut,Black,Dosbrak,Alexander Ovechkin,Aat1GcccHaPsWUs2AohwWPMZ77ZHA7kKcuzCsGjJica9,58
6,Standard,No Trait,No Trait,No Trait,No Trait,Dentist,Astronaut,Black,Dosbrak,Alexander Ovechkin,5TQ6ogqcBgE8iwyLiVXsCJNBBQ5BmF9oQ5rVxTPrmpCp,59
7,Standard,No Trait,Sweat,No Trait,No Trait,Fire Stick,Red Jersey,Green,Dosbrak,Alexander Ovechkin,9QHS5jxjatXzVPNezuRryLkK3eibye1mQk662Eijii7K,60
6,Young,Ba Snapback,No Trait,No Trait,No Trait,No Trait,Astronaut,Green,Dosbrak,Alexander Ovechkin,5QjziMUxoenA2zXzWgR2tpyFLW4Z69reH8gmegvfwMzq,61
6,Standard,No Trait,No Trait,No Trait,No Trait,Fire Stick,Black Jersey,Blue,Dosbrak,Alexander Ovechkin,EFbBTEqf994wU7wZx3Xe953K1P4YGas7jissNo2vj1hW,62
6,Standard,No Trait,No Trait,No Trait,No Trait,Fire Stick,Black Jersey,Red,Dosbrak,Alexander Ovechkin,4i3n61VE3jMeiZBfkLQitnkugksfq7QHcdLN9YCLAjgw,63
7,Standard,Russian Hat,No Trait,No Trait,Wayfarers,No Trait,Astronaut,Green,Dosbrak,Alexander Ovechkin,AVVnvWwKiiucophhwg5zY9dd4SX5D8yHnR27xfhNjDoB,64
7,Standard,Black Helmet,No Trait,No Trait,No Trait,Ice Stick,Blue Jersey,Hockey,Dosbrak,Alexander Ovechkin,9qokuckd82ArLhEyxiEFkZMwwbkXWmLf9o453yKy7RBB,65
7,Standard,No Trait,No Trait,Jaws,No Trait,Ice Stick,Black Jersey,Hockey,Dosbrak,Alexander Ovechkin,GdFDQXixLF7gLit7iUbYeTt6KoA4iNW3nvGfsD68d2hs,66
8,Standard,Ba Snapback,Sweat,No Trait,No Trait,Ice Stick,Astronaut,Red,Dosbrak,Alexander Ovechkin,HKwpgUkRrwT62sjVYVfzxucvoMKUofq7bveMdaFe8iCm,67
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Stick,Black Jersey,Hockey,Dosbrak,Alexander Ovechkin,D8CYLi7faqro7Eu5rRosAPYyAUZ1yFM12AmxGje5VdGq,68
7,Standard,No Trait,No Trait,Jaws,No Trait,Ice Stick,Astronaut,Red,Dosbrak,Alexander Ovechkin,FdKA5iH75eJayY5xhXqRJemDrrSvnVCGr6s1c5CGqVQE,69
7,Old,No Trait,Sweat,No Trait,No Trait,Bloody Glove,Blue Jersey,Hockey,Dosbrak,Alexander Ovechkin,DR77vDbV3RksS3bknYKmm9pi6zAovPrs3HApusm5sCJW,70
6,Standard,No Trait,No Trait,Jaws,No Trait,No Trait,Astronaut,Black,Dosbrak,Alexander Ovechkin,AnMK3dyE8TUtkmfZqnm8VDrm9cTt23jL93Cq4GYgQEd,71
7,Standard,No Trait,No Trait,No Trait,Bruised Eye,Gold Glove,Astronaut,Red,Dosbrak,Alexander Ovechkin,hc2k31uze6468ovudBKPjeUJsQjJudBzY343wveQ9YW,72
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Bloody Glove,Red Jersey,Hockey,Dosbrak,Alexander Ovechkin,3KLhcmsu1YgbY1P5hkt7qGnX5x1gN1sjeGmpCQ4YRdTx,73
6,Standard,No Trait,No Trait,No Trait,No Trait,Ice Stick,White Jersey,Hockey,Dosbrak,Alexander Ovechkin,AaGPnUDbUx4AjkcJ1i6of9piPMeGDJtxeAKsTBxXZmqz,74
6,Standard,No Trait,No Trait,No Trait,No Trait,Raining Pucks,Black Jersey,Hockey,Dosbrak,Alexander Ovechkin,2naDuvRvZ2Z8XLFQQNXNmdi5dVCSgyknDXb4bEhFn8F5,75
7,Standard,No Trait,Big Beard,No Trait,No Trait,Raining Ice Pucks,White Jersey,Black,Dosbrak,Alexander Ovechkin,4M3vLBL3hY2Vy1VCuLeoYiURfH9MNTrUS1Y9tPyRRNv9,76
6,Standard,No Trait,No Trait,No Trait,No Trait,Bloody Glove,Astronaut,Green,Dosbrak,Alexander Ovechkin,AskCusZyQXE7cQsX947sreey75MzGASza121L8GvHpWq,77
8,Standard,No Trait,No Trait,Jaws,Wayfarers,Dentist,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,8Paik7TvjNr5HkE3mCsGNmBEPdQro83QRcpGaJGg9bjm,78
8,Standard,Russian Hat,Big Beard,No Trait,No Trait,Dentist,The Red Machine,Blue,Dosbrak,Alexander Ovechkin,DAXP1ubPtzVLLX58VVuwszSnLEeYTsUsu75nRvAfESPc,79
7,Young,Gold Helmet,No Trait,No Trait,No Trait,Gold Stick,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,ACRTkKgggnMr2D8R2hDTU4JBNZXAJdXp8dMWSkm66dUi,80
8,Standard,No Trait,Big Beard,Gold Teeth,No Trait,Gold Glove,White Jersey,Russia,Dosbrak,Alexander Ovechkin,Gcp2QTQPn7MBBwLZdz83czxcqtfG5J5qBwuZbgYR7R4q,81
10,Young,Russian Hat,Big Beard,Gold Teeth,Bruised Eye,Gold Glove,Patriot,Green,Dosbrak,Alexander Ovechkin,6epp7MXe8ru92uvtTvNBr6Gpe2Agh7HfvkVPLe8mSZXT,82
8,Standard,No Trait,Bloody,No Trait,Wayfarers,Diamond Stick,Ice Ice Ovi,Black,Dosbrak,Alexander Ovechkin,AxQ2dqdaSBa9pbCSFx8j4RG1m7LMdEmiaXNo3Sxvy51t,83
9,Standard,Black Helmet,Sweat,Gold Teeth,Wayfarers,No Trait,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,9udNYeWrJVb9RkizcTTetVQxddsP1ygCEUkpX7YLF2wh,84
9,Old,Black Helmet,Big Beard,No Trait,Bruised Eye,Ice Stick,The Red Machine,Blue,Dosbrak,Alexander Ovechkin,DSwbThiAGczA9jBogf9KoQtownWpb5K8j6Y6J75XY8t6,85
7,Young,Russian Hat,Big Beard,No Trait,No Trait,No Trait,Black Jersey,Blockasset,Dosbrak,Alexander Ovechkin,Ek3Sk3ZB18AeCaPtkJ954EiVGM24xEqyjh8Y4Z396hb8,86
7,Standard,Russian Hat,No Trait,No Trait,Laser Eyes,No Trait,Ice Ice Ovi,Blue,Dosbrak,Alexander Ovechkin,77sLdZt88F9bqBEv93tzgXNcRmxDbKg6AniT62e3Sw9J,87
8,Young,No Trait,Big Beard,Jaws,No Trait,Diamond Glove,Solana Jersey,Green,Dosbrak,Alexander Ovechkin,5wfSY4eWN24tH4gYPwAomLsLiaT79vBxZdFWgZzBVzJV,88
8,Standard,No Trait,Sweat,No Trait,Laser Eyes,Raining Pucks,Ice Ice Ovi,Blue,Dosbrak,Alexander Ovechkin,7KAHMpVtTDV7xFm5e1Y92koL9saw7ve85mikQwv7sByJ,89
8,Standard,Gold Helmet,Big Beard,No Trait,No Trait,Gold Glove,The Red Machine,Black,Dosbrak,Alexander Ovechkin,9WfGr4Y7xqvMU9UJqNsLTYkKLBS2ZYEfXxpzuhJAbLb7,90
8,Standard,Russian Hat,Bloody,No Trait,No Trait,Raining Pucks,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,5hDMnYMR35URrv4X8evnp4a8jvy82NTEaG9d3u9gvcaK,91
9,Standard,Ba Snapback,Big Beard,No Trait,Bruised Eye,Gold Glove,The Red Machine,Blue,Dosbrak,Alexander Ovechkin,9Nfk74AnTnDZ4d5V7CX7y97U3qi2hZ1yHhCYLDh3MbiW,92
8,Old,Ba Snapback,No Trait,No Trait,Wayfarers,Gold Stick,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,9uyKJARhoE1Ak7ZbdeutuXnsyPSTrkvui6AAxDjYxTQd,93
7,Standard,No Trait,No Trait,No Trait,Laser Eyes,Gold Stick,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,EqxqYR6UjkiFsGYsGKf1aZdWhH3WTSHuJEAi9U8UG5EQ,94
6,Young,Ba Snapback,No Trait,No Trait,No Trait,No Trait,Ice Ice Ovi,Blue,Dosbrak,Alexander Ovechkin,EcfbbHYph4qsG2KNDgAHvBrc7F8q4V8ciaPz93PNBKxt,95
6,Standard,No Trait,No Trait,No Trait,No Trait,Dentist,Ice Ice Ovi,Black,Dosbrak,Alexander Ovechkin,Am9SV3wAhhV9GzgBEmFXugyEHqwb9Vm2DNVih5NBZ8pv,96
8,Old,No Trait,Big Beard,Gold Teeth,No Trait,Diamond Stick,Red Jersey,Blue,Dosbrak,Alexander Ovechkin,41zsiU4LkFuCiwvauTQ4PRDoknEZsx2Jg8W6fxUNQUNm,97
9,Standard,Gold Helmet,Big Beard,No Trait,Wayfarers,Bloody Glove,Blue Jersey,Green,Dosbrak,Alexander Ovechkin,C9Jy3afCEEDzgb2f718PUMuT37aRECkviFmuBwDXAp5w,98
8,Young,No Trait,Big Beard,No Trait,Bruised Eye,Diamond Glove,Black Jersey,Orange,Dosbrak,Alexander Ovechkin,8fLZB7ZFde4UXABvgyuTaFRCVrJKz6JhjmhzLJnUuh5M,99
10,Standard,Russian Hat,Big Beard,Gold Teeth,Wayfarers,Raining Pucks,White Jersey,Red,Dosbrak,Alexander Ovechkin,9dEyjww7MTwj8PQ3CTiFZ7pXUdxfygB6zMjBuNtHAy65,100
8,Old,Russian Hat,Big Beard,Gold Teeth,No Trait,No Trait,Patriot,Black,Dosbrak,Alexander Ovechkin,8s1gQnSDudTba7ijAXgFcozSupyZjbfWycqyjRQ6DqiZ,101
6,Old,No Trait,Bloody,No Trait,No Trait,No Trait,Ice Ice Ovi,Black,Dosbrak,Alexander Ovechkin,tTnANUroYXEwshcfebvdmQUPXJWhxyqj4JWPjx6DBnB,102
7,Young,Black Helmet,No Trait,No Trait,No Trait,Gold Glove,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,EWDZy8HjjTWyfzG9ZJEZNUtz8cwQXwzQoE7ponu9EeAP,103
9,Standard,Russian Hat,Big Beard,No Trait,Bruised Eye,Diamond Glove,Red Jersey,Black,Dosbrak,Alexander Ovechkin,4sZ5E2o6GGKmvJD21NZSQZnWaFh9oxLNqdAne1uH2vYF,104
8,Young,Black Helmet,Big Beard,No Trait,Wayfarers,No Trait,Blue Jersey,Black,Dosbrak,Alexander Ovechkin,FXw3univRb8RiVZFXQa7A3SzfXdxm7AjUep2sCR7AqiY,105
8,Standard,Russian Hat,No Trait,No Trait,Wayfarers,Bloody Glove,Ice Ice Ovi,Black,Dosbrak,Alexander Ovechkin,4hLFevmUuoqZd7djhS3kKN84xEgA3sgBzKVY11HZ7zHh,106
7,Standard,No Trait,Sweat,No Trait,Bruised Eye,No Trait,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,Gyou959WUSxWezjwhLdHcymATF6wT4tNG3kykaEAnNyy,107
7,Young,No Trait,Sweat,No Trait,No Trait,Gold Glove,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,CHcScHArRAdzghtrmkS2QcsFMFPUFotSuv2SHxqFipzB,108
6,Standard,No Trait,Bloody,No Trait,No Trait,No Trait,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,DE8Ai1TCh5Rvwj3gamXc2uhLyo8dTSmAYeT8TD5szsp,109
7,Standard,No Trait,No Trait,Jaws,No Trait,Gold Glove,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,C6XE67HAMwTsJiWMGDRS5rTd2RTEuQymaRKXjSY95APf,110
9,Standard,Russian Hat,Big Beard,No Trait,Bruised Eye,Gold Glove,Blue Jersey,Green,Dosbrak,Alexander Ovechkin,3doifxo77BLf2vRqj4u9aqSSTBA6kw7vY2LoTyo87ahj,111
8,Standard,No Trait,Sweat,No Trait,Wayfarers,Gold Glove,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,4ZTs8jY5wMCVcQKGp9uPixKaGnF89NpkAgrhVWco7iwU,112
8,Standard,No Trait,Sweat,No Trait,Wayfarers,Bloody Glove,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,Em7uGA4efq8zrzJp1Eqmk7KXk9wSa8vn4Tp2DjcXnyTt,113
7,Standard,Black Helmet,No Trait,No Trait,No Trait,Ice Stick,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,FWzv7yXi6UsRFZtSi5YiPNca5e7EdQpr1vwEhHGrK9x4,114
7,Standard,No Trait,Big Beard,No Trait,No Trait,Dentist,White Jersey,Green,Dosbrak,Alexander Ovechkin,A14DduzcTbuF4qvjpybxoezQiMixMHQAyhKDrGQGPcmv,115
7,Standard,Russian Hat,No Trait,No Trait,No Trait,Gold Glove,Ice Ice Ovi,Red,Dosbrak,Alexander Ovechkin,8jSxiNQHAeMsRRu7sv4oXCompJkvSD7sLiAJApZ7o52s,116
7,Old,No Trait,Big Beard,No Trait,Wayfarers,No Trait,Solana Jersey,Orange,Dosbrak,Alexander Ovechkin,8uWYTsZWcxMFMVTYmSjixrZko7yc4ugTg6AYyp4nR7zN,117
6,Old,No Trait,No Trait,No Trait,No Trait,Raining Pucks,Ice Ice Ovi,Green,Dosbrak,Alexander Ovechkin,8r7ZFKHWYHzg2CQpuX9F1pUqaYR8i6nrkHdf1DXGMrrh,118
7,Standard,No Trait,Sweat,No Trait,No Trait,Gold Glove,Ice Ice Ovi,Orange,Dosbrak,Alexander Ovechkin,Ai7gUeA7u1VUmtjoJHZdjdPdANV2bRTreCzKNkTMq1Fn,119
9,Standard,No Trait,Big Beard,Jaws,Wayfarers,Bloody Glove,Red Jersey,Red,Dosbrak,Alexander Ovechkin,6QJaquVga1Jo9Bx5SADvuoPpJeTSqWKcrQ3kb848LJYu,120
7,Old,No Trait,No Trait,Jaws,No Trait,Raining Ice Pucks,Suit,Blockasset,Dosbrak,Alexander Ovechkin,A9V7XptrHx9NHTa8ZcvGT1seNXAK9kaZWApwWRsRWgMz,121
5,Standard,No Trait,No Trait,No Trait,No Trait,No Trait,Ice Ice Ovi,Orange,Dosbrak,Alexander Ovechkin,DCeb55zH4tWH2MU1CRCbBpJMhskrdtMWHojaVLHPpFqP,122
7,Old,Russian Hat,Big Beard,No Trait,No Trait,No Trait,Red Jersey,Green,Dosbrak,Alexander Ovechkin,77huMpL29qV99RLAPZ1GzcmmKHjGS3MnybsV8ZQ11zS8,123
8,Standard,No Trait,Big Beard,No Trait,Bruised Eye,Gold Glove,Patriot,Black,Dosbrak,Alexander Ovechkin,AVmQaeMBfREcrvxrmsY7kJyuDXzUuw1dkEstfWfwNd42,124
8,Standard,No Trait,Big Beard,No Trait,Bruised Eye,Bloody Glove,Red Jersey,Orange,Dosbrak,Alexander Ovechkin,7mQsVoVPstgS35Zd7YQVFsqGUJBShfwQ95EGGjigQt4V,125
8,Standard,Russian Hat,Big Beard,No Trait,No Trait,Bloody Glove,White Jersey,Green,Dosbrak,Alexander Ovechkin,3D9wg7Cbt2qJjZe5xxT9u65xqmM1cm3bsBkuaqDjSzCv,126
7,Old,No Trait,Big Beard,No Trait,No Trait,Raining Pucks,White Jersey,Blue,Dosbrak,Alexander Ovechkin,EsVXhhcKBXjPRE7fdm4znE3umj4BSqtoJMLrt9b3NZDc,127
