Attribute count,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature,Legend,mint,rank
7,Standard,No Trait,No Trait,No Trait,Bruised Eye,Bloody Gloves,Astronaut,Red,Dosbrak,Michael Bisping,63X3A37vvtcqXcRkuUBtLz69j3afJJWCQWzDjsq9HMXb,16
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Bloody Gloves,Astronaut,Red,Dosbrak,Michael Bisping,HbfMEtLTKWRwuQfd5xsj3j8HK1qomV1xj7R6pai2pW56,17
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Bloody Wraps,Astronaut,Red,Dosbrak,Michael Bisping,wDSu23CKma3yGdzXRAGKw34Nk1LtFZXHSZY9xWqQFd5,18
7,Standard,No Trait,No Trait,Falling Mouthguard,No Trait,Bare Fists,Astronaut,Teal,Dosbrak,Michael Bisping,52WD7PqDsra5BhAery12gUjACv11NCYHFFq75gC9Mm5z,19
6,Standard,No Trait,No Trait,No Trait,Wayfarers,No Trait,Astronaut,Teal,Dosbrak,Michael Bisping,8tQGAK16m73Ja9Y9dGxWpL4VyU47Y8A8cTkHVgLdMpKy,20
9,Standard,Crown,Bloody,Falling Mouthguard,No Trait,Microphone,Suit,Black,Dosbrak,Michael Bisping,HTgkELhzfEd3T8BQCzMyvLzkSYRWf2XP48QiK9f9XRfN,21
6,Standard,No Trait,Bloody,No Trait,No Trait,No Trait,Astronaut,Red,Dosbrak,Michael Bisping,CUk72E67v2hpDRGxj7D3QmANnEocEuwJze8yHYrdZ3wX,22
8,Bald,Crown,No Trait,Falling Mouthguard,No Trait,Bare Fists,Patriot Flag,Mustard,Dosbrak,Michael Bisping,C7whaLQYgB4CJvxUznG1KstgPojWiuHHPknsLtg3UrQN,23
7,Standard,Crown,Bloody,Falling Mouthguard,No Trait,No Trait,No Trait,Blockasset,Dosbrak,Michael Bisping,66Sq97SB3xZz1jb5bQz8SYgWHU2EiduLAfQpP6LZyZ46,24
8,Bald,Crown,No Trait,No Trait,Laser Eyes,Gloves,Tattoo,Teal,Dosbrak,Michael Bisping,H5MjLstE5gJ8cedjqJ7VEXwZtrUFP6F1b52DaGw45iXe,25
8,Standard,Crown,No Trait,No Trait,Laser Eyes,Bloody Wraps,Punk Jacket,Teal,Dosbrak,Michael Bisping,EKhhxLJCHkAMEppKaJ6XJNfA58DSstGfwpDaiU3CuDpW,26
8,Standard,Crown,Bloody,Diamond Grill,No Trait,Bloody Gloves,No Trait,Black,Dosbrak,Michael Bisping,9P4wtd3bdK9gqAK5wJAmzERVTdmQMMK9moDPUP9W38Ls,27
8,Standard,Crown,Bloody,No Trait,No Trait,199 Belt,Suit,Teal,Dosbrak,Michael Bisping,4pEANFLKhaACNRmk83xjPmi1vM3SCEqRCWnm6whuvsAQ,28
8,Bald,Crown,No Trait,No Trait,Bruised Eye,Sol Gloves,Bloody Body,Black,Dosbrak,Michael Bisping,54ri17yrT4MSymiub6FkSxXoqCB4LM5eiWQRe879G58e,29
8,Bald,Crown,No Trait,Cigar,Bruised Eye,No Trait,Bloody Body,Purple,Dosbrak,Michael Bisping,9NLU6g7GX25azofrwpvBNF7nHeQYkhs6V9ghZ5BMZrCe,30
7,Standard,Crown,No Trait,No Trait,No Trait,Sol Gloves,Punk Jacket,Mustard,Dosbrak,Michael Bisping,9ysBCRoWJpugpAC1LdMDUwhVexThxQcymd3PsxFPMZEC,31
6,Bald,No Trait,No Trait,No Trait,Laser Eyes,No Trait,Butcher,Count's Lair,Dosbrak,Michael Bisping,EakPzUtcNUMbzbKX6CzUGtR8CRyGPXnXL7YvWySCRx6d,32
8,Standard,Crown,Bloody,No Trait,No Trait,Bloody Gloves,Punk Jacket,Black,Dosbrak,Michael Bisping,3mt5XZQwNZswxHwuKwzbkJeKfvADPYPStL8s1if8UcH6,33
7,Standard,Crown,No Trait,No Trait,No Trait,Sol Gloves,Jiu Jitsu Robe,Purple,Dosbrak,Michael Bisping,2ergQ11fMDYCtwTv6fXMYo43ya1FGMLtuMrmsxbEifpD,34
6,Standard,No Trait,No Trait,No Trait,Laser Eyes,No Trait,Butcher,Count's Lair,Dosbrak,Michael Bisping,7U3PKbkqvkUdvpnW538UaMGwegcakY7dFE75niAtmaRz,35
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Gloves,The Count,Count's Lair,Dosbrak,Michael Bisping,2i63XExpoK7ViS21EXBFeTi3TH3s7e8i4fCVD7Xxqb9j,36
9,Standard,No Trait,Gold Terminator,Falling Mouthguard,Wayfarers,Microphone,The Count,Black,Dosbrak,Michael Bisping,9trwmG2V1jVANX8BM8APmaaGQdqfN5Q2mQDiSGtLJQVw,37
8,Standard,Crown,Bloody,No Trait,No Trait,Gloves,Suit,Purple,Dosbrak,Michael Bisping,3E5sPhpwUF3zgVxeeKBP5B988NAT5NvwVMm4xuZoALzH,38
7,Bald,Crown,No Trait,No Trait,No Trait,Bare Fists,Jiu Jitsu Robe,Purple,Dosbrak,Michael Bisping,CNvJ9AZxjyBSgVoQTpHB7wuz3jETy1QbcXqsETMEG61n,39
6,Standard,Crown,No Trait,No Trait,No Trait,Sol Gloves,No Trait,Black,Dosbrak,Michael Bisping,Fkm1hKULsJG5nWtm7wJqNDL24hSYEhN9s5Tixpr1L9Ke,40
6,Bald,Crown,No Trait,No Trait,No Trait,No Trait,Jiu Jitsu Robe,Purple,Dosbrak,Michael Bisping,6bW49PiYCRCsbrEqBe9UGgmk6GWpqFebjRjFQphgPGPz,41
6,Standard,Crown,No Trait,No Trait,No Trait,No Trait,Tattoo,Teal,Dosbrak,Michael Bisping,62k78oeyL3yQoCLhLRAF9rcGyaC9LiQrgtRiYMvZBAsK,42
5,Standard,No Trait,No Trait,No Trait,No Trait,No Trait,Butcher,Count's Lair,Dosbrak,Michael Bisping,B4JNzyGx8g5oNCPi9J7VXt5LAcSWcxyTY1s9V85FybQX,43
7,Old Mike,No Trait,No Trait,Diamond Grill,No Trait,Bloody Gloves,Jiu Jitsu Robe,Count's Lair,Dosbrak,Michael Bisping,5eQzRBrTHHcMH7jC9MgXLe64m21ejXeFQq5deiKbdd1g,44
8,Standard,Snapback,No Trait,Cigar,Laser Eyes,Bloody Wraps,No Trait,Count's Lair,Dosbrak,Michael Bisping,om5wQ6LpMXFvr3hwDP58aGv45HGUhXAFRXHX5YnPoGa,45
7,Old Mike,No Trait,No Trait,Diamond Grill,No Trait,Gloves,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,8v3NBEvzN7cKhZeAUciswVCwTzfZWrmSsstiNJk6ppPe,46
7,Bald,No Trait,Red Terminator,Cigar,No Trait,No Trait,Jiu Jitsu Robe,Count's Lair,Dosbrak,Michael Bisping,8U5gQqEJpk4t59zPk5ryYra3EVerwpv898NnXvR1VHcC,47
7,Old Mike,No Trait,No Trait,No Trait,Wayfarers,Sol Gloves,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,FJPjPJsW5Nb6TMCaNGtUYXKXQ9e2NWxHBNGQv7pzYrYH,48
8,Bald,No Trait,Bloody,Cigar,Wayfarers,No Trait,Jiu Jitsu Robe,Count's Lair,Dosbrak,Michael Bisping,9aspw9nCjY3UhB8kb5GRyfsyjRPs41U29gCrqEy4KgwR,49
7,Bald,No Trait,No Trait,No Trait,Bruised Eye,Bare Fists,Tattoo,Count's Lair,Dosbrak,Michael Bisping,EZ2E9YnGphnqosiMVewrSHFun6PzjKrxCex9nPW2qAzV,50
7,Bald,Snapback,Bloody,No Trait,No Trait,No Trait,Tattoo,Count's Lair,Dosbrak,Michael Bisping,FSEHhbzq2V4gKTuVay18VFgKXVqxMY3n7m2kuwFuM43M,51
7,Standard,Sparring Headgear,No Trait,Falling Mouthguard,No Trait,Gloves,No Trait,Count's Lair,Dosbrak,Michael Bisping,eVR4kDx2TTFhdn5RYFEASLYQNrJ8Z2Esw6J2WB61fk5,52
8,Standard,Snapback,Gold Terminator,No Trait,No Trait,Microphone,Suit,Blockasset,Dosbrak,Michael Bisping,CVAfaKZ4R5kTBVxQpg91UZCgrBKJrfaEVuuHyJZ5i7Ut,53
7,Standard,Sparring Headgear,Bloody,No Trait,No Trait,Gloves,No Trait,Count's Lair,Dosbrak,Michael Bisping,G2DTNaJXQgXpbdLHf2NXwTnVDuWZ2xfpELaBWRj6q9aR,54
7,Bald,Snapback,No Trait,No Trait,No Trait,Gloves,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,7CcrDy7DHTA6PE1CpC1GE4q5nWvUctC62Ds89YDNHKBG,55
7,Standard,No Trait,No Trait,No Trait,Bruised Eye,Bloody Gloves,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,GT5yMw99ddiNMSxr5yR5kiCGDwt95fpTGaUEh2VmWQeJ,56
8,Standard,No Trait,Bloody,No Trait,Wayfarers,Gloves,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,FJ3tTk2Zh42KVykJTDcZivwucDxUo1LG4pDeVTabE5Ws,57
7,Standard,Snapback,Bloody,No Trait,No Trait,No Trait,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,AVw7EThjBgYpXBibKek72JA8ciGPgRdjjCRtUhRMgQKK,58
7,Standard,No Trait,Gold Terminator,No Trait,Laser Eyes,Knuckle Duster Spikes,No Trait,Teal,Dosbrak,Michael Bisping,FVFYVkVvC1Gd6vrrUcq4eyQKUfLRVbodcuiHG5fA3wr3,59
6,Old Mike,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Punk Jacket,Octagon,Dosbrak,Michael Bisping,25BaZEgugfAqKbjWo7JHKnXMkXDJgDnvcHUURqhuPgN7,60
7,Standard,No Trait,Bloody,No Trait,No Trait,Bloody Gloves,Suit,Count's Lair,Dosbrak,Michael Bisping,HiB4Sxrqe8bdtoozitVA9FYi9cAtTHL1oeE2oXzqsvW3,61
7,Old Mike,Dj Mikey B,No Trait,No Trait,No Trait,Diamond Gloves,Suit,Black,Dosbrak,Michael Bisping,HZEL8RprwTfAfqAb9GqZVYgEZeYSZ1tv4pe2nuj6R8AT,62
7,Standard,No Trait,Gold Terminator,No Trait,No Trait,199 Belt,Patriot Flag,Black,Dosbrak,Michael Bisping,CCcqfNZcatN81HYHMU2ThEdxYTHARPdXwP9byZTP4Hr,63
9,Standard,No Trait,Gold Terminator,Diamond Grill,Laser Eyes,Bloody Gloves,Suit,Black,Dosbrak,Michael Bisping,QMF8q27UaT4RJ8nWvYAYdeCLqnjRN8z7b3KJYLE1ttZ,64
6,Bald,No Trait,No Trait,No Trait,No Trait,Bare Fists,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,HYZtWwoGvRo6cpzL22kmkANTgMMSQ7gXVgNmA2Cnu29r,65
8,Bald,No Trait,Red Terminator,No Trait,Wayfarers,Diamond Gloves,Tattoo,Purple,Dosbrak,Michael Bisping,4btAhfakghsBR8d5WttFLfuQ2UxCBRTuxjwkJkL8CbrX,66
5,Standard,No Trait,No Trait,Cigar,No Trait,No Trait,No Trait,Count's Lair,Dosbrak,Michael Bisping,EWZ9UBxfwTdFkDg6eNPC789VcDvtrmXzpVjL2EBDw81E,67
6,Standard,No Trait,No Trait,No Trait,No Trait,Bloody Gloves,Bloody Body,Count's Lair,Dosbrak,Michael Bisping,2XE9aeYgUGDDWRwDFzjfszsfEY5fkFqMYyrMrP6pDRvG,68
8,Standard,No Trait,Bloody,No Trait,Laser Eyes,Diamond Gloves,Punk Jacket,Purple,Dosbrak,Michael Bisping,7UwYG7149if4npg8Ymw5xq9iRRKj128SXfXwfB46XEG9,69
8,Old Mike,Sparring Headgear,Bloody,Falling Mouthguard,No Trait,Diamond Gloves,No Trait,Black,Dosbrak,Michael Bisping,4gK5JCcPRnkT3gx4sKdNKmXn4LzAzDBgBzx9Rx1MAqZU,70
8,Standard,No Trait,No Trait,Falling Mouthguard,Laser Eyes,Diamond Gloves,Bloody Body,Black,Dosbrak,Michael Bisping,9AW6Em2r8jpdfVBd1gbWnZzVWsNhMURVTQAbdatZW4fR,71
8,Standard,Dj Mikey B,Bloody,No Trait,No Trait,Knuckle Duster Spikes,The Count,Teal,Dosbrak,Michael Bisping,DtBiVFTSsnSpRvJpjqFaUmk6KXTbSoJq9T6SnkwLBCJK,72
7,Bald,Announcer,No Trait,No Trait,No Trait,Diamond Gloves,Punk Jacket,Mustard,Dosbrak,Michael Bisping,5Cgd2k9EfgkV1PsfNtrVMcPwU48bGnMff3DbLoPrdveh,73
7,Old Mike,No Trait,No Trait,No Trait,Bruised Eye,Diamond Gloves,Tattoo,Mustard,Dosbrak,Michael Bisping,AkW1iCa4mpF1t4sXU6SwjeBZea8HBpiefYwnurr3eABH,74
8,Standard,No Trait,Gold Terminator,No Trait,Wayfarers,Microphone,Suit,Red,Dosbrak,Michael Bisping,AqJDFpDYfZxNHv3AMRht99kWy3SuTKJaqqMXb4dSMGHx,75
8,Standard,Announcer,Bloody,No Trait,No Trait,Diamond Gloves,Punk Jacket,Red,Dosbrak,Michael Bisping,7UJc4yKqfs4qXiZTzYExD8bv8KWF8K9TJpv1UujS5FoJ,76
7,Bald,Announcer,No Trait,No Trait,No Trait,Diamond Gloves,Punk Jacket,Black,Dosbrak,Michael Bisping,2NYP2MBUhSrLaGMEomMPs5M42RGyUesLoTekAGF9Q8Av,77
8,Standard,Announcer,No Trait,Falling Mouthguard,No Trait,Diamond Gloves,Jiu Jitsu Robe,Teal,Dosbrak,Michael Bisping,6f4iSJbDYmB74Sm4Qpf1zW3jvRUxH8PXNsQ48qvdeFKd,78
4,Standard,No Trait,No Trait,No Trait,No Trait,No Trait,No Trait,Count's Lair,Dosbrak,Michael Bisping,CycDvsrvF7dZy1NDN8ouNa9s5sDcNCWvimTxgHHQ3nCS,79
8,Standard,No Trait,Gold Terminator,Falling Mouthguard,No Trait,199 Belt,Jiu Jitsu Robe,Black,Dosbrak,Michael Bisping,FSfFZGeqtHbu8XrVVLfbpjMdrXzmYEmBqXRsRoNoJuYu,80
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Bloody Body,Octagon,Dosbrak,Michael Bisping,26vYcwj1LgN7RxkmTVCsfbZ8ZEABRd5FF1VpSMpaaodG,81
8,Bald,No Trait,Bloody,No Trait,Wayfarers,Diamond Gloves,Punk Jacket,Teal,Dosbrak,Michael Bisping,FfrUSwQEAkqv6fv3AiTWzvKQKgMN79awXrtKGGyBqQ2r,82
6,Old Mike,No Trait,Red Terminator,No Trait,No Trait,Diamond Gloves,No Trait,Mustard,Dosbrak,Michael Bisping,8VBxXvZ6zUz3oET1ZTuqoaVwySpbqHN3FQzrfbiZ7gck,83
7,Standard,Sparring Headgear,No Trait,Cigar,No Trait,Diamond Gloves,No Trait,Mustard,Dosbrak,Michael Bisping,Az78PFeNTWki2G6mNeUGisiaTPQGfig5i3eubZ8dRZEK,84
6,Old Mike,No Trait,Gold Terminator,No Trait,No Trait,Bloody Gloves,No Trait,Blockasset,Dosbrak,Michael Bisping,2EGaDhjWXtxqhaSiEKQvs3PxaDiQdD5RwT3bLtFAhGGr,85
8,Standard,Snapback,No Trait,Cigar,No Trait,Diamond Gloves,Suit,Red,Dosbrak,Michael Bisping,8ayqZf9vnDcwKRYLuageb688PEon7ReTQXxXKmCWJxFN,86
7,Standard,Announcer,No Trait,No Trait,No Trait,Diamond Gloves,Tattoo,Red,Dosbrak,Michael Bisping,43ehEj6omPBSnCqmnKkSfbwsNm4fFdWtBG8it5Bpf7P4,87
7,Standard,No Trait,Gold Terminator,No Trait,No Trait,Bloody Wraps,Patriot Flag,Mustard,Dosbrak,Michael Bisping,AjzvK2VTjzQsbsBRatsLFzDagCTtPMhB7SP8RZTDQGP9,88
8,Standard,Announcer,Bloody,No Trait,No Trait,Diamond Gloves,Suit,Black,Dosbrak,Michael Bisping,ENobSKcmNtdjVtE2KDhxabgRnjktFVQ4XXWcNPTA2s77,89
6,Old Mike,Sparring Headgear,No Trait,No Trait,No Trait,Diamond Gloves,No Trait,Teal,Dosbrak,Michael Bisping,ANERBL8Tf9DJQD37vFLqnRsKe4vdJ2uiFSZscpEmee8R,90
7,Old Mike,Snapback,Gold Terminator,No Trait,No Trait,Gold Gloves,No Trait,Black,Dosbrak,Michael Bisping,Cfr3cy1jpFRrsFksrqKTGTV4zpL4xCYN9ZCPMDbgQCJA,91
7,Bald,Snapback,No Trait,No Trait,No Trait,Diamond Gloves,Suit,Purple,Dosbrak,Michael Bisping,3PScc1hDcZimKpE49Kh3Ei8SVxNzbjc71ujtqajnnf7p,92
7,Standard,Snapback,No Trait,No Trait,No Trait,Diamond Gloves,Tattoo,Teal,Dosbrak,Michael Bisping,67cy7KU9Shhgwor4mLwGUnpmpFBHSvr3yKLvEqQw1TjJ,93
7,Standard,Announcer,No Trait,No Trait,No Trait,Diamond Gloves,Jiu Jitsu Robe,Black,Dosbrak,Michael Bisping,BRw1cs8zsqNUbsiSH5fhfg1kwutg38wW5R67iHG9qUNY,94
8,Standard,Snapback,Bloody,No Trait,No Trait,Diamond Gloves,Jiu Jitsu Robe,Teal,Dosbrak,Michael Bisping,3gjyqDaXuLYxKC8KqD4WDJQPknX2YTwYUwcrzWpoaFYj,95
9,Bald,No Trait,Gold Terminator,Cigar,Wayfarers,Bare Fists,Suit,Teal,Dosbrak,Michael Bisping,8zRW4zoRCJ39sV1WKS5QENAB439Xk5f57Jb38pJvvnLX,96
7,Standard,No Trait,Bloody,No Trait,No Trait,Diamond Gloves,Punk Jacket,Red,Dosbrak,Michael Bisping,8XCEzJdumbkyiPixYZu6MHJgixWfZoiFffM4nSnLo8FR,97
8,Standard,Snapback,Gold Terminator,Falling Mouthguard,No Trait,Bloody Wraps,No Trait,Mustard,Dosbrak,Michael Bisping,CqGUUWGbxs1Cu1iZo3GAGjwEgNTdarQQqjPnpeTKaGE7,98
8,Standard,Dj Mikey B,No Trait,No Trait,Bruised Eye,Microphone,Punk Jacket,Octagon,Dosbrak,Michael Bisping,6MC5uCHUjE9HGnyomduZZwKum25SptqFHtwpBsWiAG3z,99
8,Standard,No Trait,Gold Terminator,Cigar,No Trait,Bare Fists,Punk Jacket,Black,Dosbrak,Michael Bisping,HPyAEafSBSXsh3Q9iaiXPuia2Apc5t4c3aMyi1dE48xm,100
8,Standard,Announcer,Gold Terminator,No Trait,No Trait,Bloody Gloves,Bloody Body,Purple,Dosbrak,Michael Bisping,3ahE96ed2Nvf4n7wQqMGXRhGo31C2D3PfoGWyJ6htjpN,101
8,Standard,No Trait,Gold Terminator,No Trait,Wayfarers,Bloody Gloves,Punk Jacket,Red,Dosbrak,Michael Bisping,AfBydZSSRQK4uhwBBRNh3K6uP8Ay47c5DHoTkLuuyB6y,102
6,Standard,Sparring Headgear,No Trait,No Trait,No Trait,Diamond Gloves,No Trait,Red,Dosbrak,Michael Bisping,3RNh5h5mARHaZT7xJNdUbZEu1P9jtgMu7gWqXL1Dg5P5,103
7,Old Mike,No Trait,Gold Terminator,Cigar,No Trait,Bare Fists,No Trait,Purple,Dosbrak,Michael Bisping,9UrVBpKSgh69y8Xwg8MpTrZB79ThMmM43bRC3LTwaS7Z,104
6,Old Mike,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Suit,Red,Dosbrak,Michael Bisping,JBb53CR72iNERzHT7QJC8XH3jKoxbBvqK5gWzvcA1sSo,105
9,Standard,Snapback,Bloody,Diamond Grill,Laser Eyes,No Trait,The Count,Teal,Dosbrak,Michael Bisping,5cdkBoxLRmiTMfm2YMpsv49fSTpKegH3NRevRHdawjvd,106
8,Standard,Snapback,Gold Terminator,Falling Mouthguard,No Trait,Bare Fists,No Trait,Black,Dosbrak,Michael Bisping,5dYtxLqeMQt3KykSss7T6UodjwTHQ6ChX9c3YYDWHcNq,107
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Diamond Gloves,Bloody Body,Black,Dosbrak,Michael Bisping,7XDFFRFYxrbEo5Jmm2iDyLW8HsF1diCHgAwiCsQpp5tn,108
8,Standard,Announcer,Gold Terminator,No Trait,No Trait,Bare Fists,Bloody Body,Black,Dosbrak,Michael Bisping,Hyc3pqqNqnp5r5PTqyPjTYGeVNsT6W8WGCrA8FuBh9P5,109
8,Standard,Snapback,Gold Terminator,No Trait,No Trait,Bloody Wraps,Suit,Black,Dosbrak,Michael Bisping,GCG2rHPVZzLXeNGjW7hUnFTaQwwy13LLYFgkjP6kzJBY,110
8,Standard,No Trait,No Trait,Falling Mouthguard,Bruised Eye,Microphone,The Count,Red,Dosbrak,Michael Bisping,H6bFdRWuoKcWQEGhJddzkuD25gPfDsWYgp8jr6M43SCA,111
7,Bald,Sparring Headgear,Gold Terminator,No Trait,No Trait,Bare Fists,No Trait,Red,Dosbrak,Michael Bisping,8qc5dWX7EStLuL44PvFKRzNRZSDF2krkePFs2V5MqPqC,112
7,Bald,No Trait,Gold Terminator,Falling Mouthguard,No Trait,Bare Fists,No Trait,Purple,Dosbrak,Michael Bisping,5mENZiACM2W2PqZkWyArdYWSNsdyf6XfBjJ3CQm7X2rr,113
7,Old Mike,No Trait,Gold Terminator,No Trait,No Trait,Bloody Gloves,Bloody Body,Black,Dosbrak,Michael Bisping,29M5kRxGbp6UyvyimAVjPVenNceRmQeZby2jvZWSkKT7,114
9,Standard,Dj Mikey B,No Trait,Diamond Grill,Bruised Eye,Microphone,Suit,Red,Dosbrak,Michael Bisping,Eet7vQFHJ8XJaNKM5XQowFhB1MkLtnVrvm1fYfBaFuMQ,115
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Suit,Mustard,Dosbrak,Michael Bisping,GonU232hScqYH8XHYbtJkCRnviZuk5KWHL3jgsffv4Hp,116
7,Standard,Sparring Headgear,Gold Terminator,No Trait,No Trait,Gloves,No Trait,Black,Dosbrak,Michael Bisping,EAJZpBrTk2osZV7wYWHqaFBf1jHHEvcrV5rjGiJmx6p3,117
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Gloves,Bloody Body,Mustard,Dosbrak,Michael Bisping,3risEZoMEcEcr95RSYhzgfV85PSowpvWTTp9VH1htsjh,118
7,Standard,Sparring Headgear,Gold Terminator,No Trait,No Trait,Bare Fists,No Trait,Black,Dosbrak,Michael Bisping,5e7uM5SFexSQuvndJysm2Mf6aAXSEj8XMrbDLivwkWNM,119
7,Standard,No Trait,Gold Terminator,Cigar,No Trait,Bloody Gloves,No Trait,Black,Dosbrak,Michael Bisping,Cu3p25xGR1Pv5YNkuCMeyS9XBnMjf1E4vUSDDTJeXmFx,120
9,Old Mike,Dj Mikey B,Red Terminator,Diamond Grill,No Trait,Gold Gloves,Suit,Mustard,Dosbrak,Michael Bisping,2hbar6f6BCGvUSnu4QJuCmbyBqCp96mQsRtWXvmMogK7,121
7,Bald,No Trait,Gold Terminator,No Trait,Wayfarers,No Trait,Bloody Body,Mustard,Dosbrak,Michael Bisping,DZhtCTo6yA6HKE4nYoCKxRu5QsMkr1anLDgqVf9NU6pm,122
8,Old Mike,Announcer,No Trait,No Trait,Laser Eyes,Bloody Wraps,The Count,Mustard,Dosbrak,Michael Bisping,BySrA7Fsh5Ten9hRFf5p3LPAsjQFqSNChXcAHr5pYJJG,123
8,Standard,No Trait,Gold Terminator,No Trait,Wayfarers,Bare Fists,Suit,Teal,Dosbrak,Michael Bisping,CbkubwDn2CtKAEcfVXCGD7zrWEa3kGGPqU8MNJrZ1JR8,124
7,Standard,No Trait,Gold Terminator,No Trait,Wayfarers,No Trait,Suit,Purple,Dosbrak,Michael Bisping,4cUqH84sj1fCzMqEqopqPBopfYwNfh8fZDx5FgNhxnfv,125
8,Bald,No Trait,Bloody,Diamond Grill,No Trait,Sol Gloves,The Count,Teal,Dosbrak,Michael Bisping,3kU5LzGwVJfrowNuEWVqccQLDc6q4yhN8RZCPX6bNd9A,126
6,Bald,No Trait,No Trait,Diamond Grill,No Trait,No Trait,Butcher,Blockasset,Dosbrak,Michael Bisping,5ditYgH4KxdaPMFieFv2y6xM84hSTvvYhcq1j3mmkC56,127
7,Bald,No Trait,Gold Terminator,No Trait,No Trait,Bloody Gloves,Bloody Body,Black,Dosbrak,Michael Bisping,7SaBMatgNqXxftti1Z2LtKBDvp5VnXm7P6tpkoF7MiB,128
6,Standard,No Trait,Gold Terminator,No Trait,No Trait,Sol Gloves,No Trait,Teal,Dosbrak,Michael Bisping,2DVpNVASnk4cHtgeL6TxyB9PgxS98AhYdr6QMHFsy1Pf,129
