Attribute count,Base,Head,Face,Mouth,Eyes,Accessory,Clothing,Background,Signature,Legend,mint,rank
7,Old,No Trait,No Trait,Diamond Grill,No Trait,European Trophy,Astronaut,Green,Dosbrak,Wayne Rooney,8VX4BYCf1gJPxMvqd6LUQRqrnh5YgELFgbDwbeizsACf,11
7,Young,No Trait,No Trait,Gold Mouthguard,No Trait,Diamond Ball,Managers Jacket,Green,Dosbrak,Wayne Rooney,BizFjCu2C64GLjaoKuCTvpako7VDv5N9wLL47976zfwq,12
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Ball,Suit,Team,Dosbrak,Wayne Rooney,G2FFcf73bGAPyrNv1n9kbRGLmwPXY1qrcSwgYdF6XJPE,13
8,Old,Crown,Ad Beard,Diamond Grill,No Trait,No Trait,Suit,Black,Dosbrak,Wayne Rooney,7ZCBuVqJoJBvkfBTn1dQhe9Wo7QkjtwM9MAfgU8KmAs5,14
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Ball,Patriot Flag,Orange,Dosbrak,Wayne Rooney,HbieyCVs5CoJwz254b2bqY7SJ5WjzY1GegUX4b4czPbL,15
9,Old,No Trait,Sweat,Gold Mouthguard,Wayfarers,Diamond Ball,Red Jersey,Red,Dosbrak,Wayne Rooney,GEztSxDYCYzc1y4J7MA9CcSoPnkz8cAbiZGJe1KzKC2A,16
7,Standard,Ba Snapback,No Trait,No Trait,No Trait,Diamond Ball,Training Hoodie,Blue,Dosbrak,Wayne Rooney,5LQMXnZ2Wig9R9bh1Hi2rJHeVeaeqW9N6uvm2XRGpKrJ,17
8,Standard,No Trait,Sweat,No Trait,Bloody Eye,Diamond Ball,White Jersey,Orange,Dosbrak,Wayne Rooney,CRADLiVRc9TcAJrpMwn8v3v7P4K1p8fCQJWW8emXzVo8,18
8,Standard,Wooly Hat,No Trait,Gold Mouthguard,No Trait,Diamond Ball,Red Jersey,Red,Dosbrak,Wayne Rooney,GniqapCCMoqso6S2GRZpzdzUaQ3iio3JkeBkW7bHzkKH,19
7,Young,Winner Hat,No Trait,No Trait,No Trait,Diamond Ball,Red Jersey,Red,Dosbrak,Wayne Rooney,LJbuykiGv8s8YR8nscNqwhFnRKBFph3mosFZEMTwtPz,20
7,Standard,No Trait,Sweat,No Trait,No Trait,Diamond Ball,Training Hoodie,Green,Dosbrak,Wayne Rooney,8bJFToHpgTj8fyK3jZckfrNsaK2oe42MsnC2RAdVmumQ,21
6,Standard,Winner Hat,England Paint,No Trait,No Trait,No Trait,No Trait,Stadium,Dosbrak,Wayne Rooney,6fT6xjH7w5xSGZCfKnSnowggXdww7WiQ7kZnCMPkYBpZ,22
6,Standard,No Trait,England Paint,No Trait,Wayfarers,No Trait,No Trait,Stadium,Dosbrak,Wayne Rooney,7setRoygd3F9dgSuRi5BmhEsEMjKZ64khwJ3CNEq9rbY,23
6,Standard,No Trait,No Trait,No Trait,No Trait,Diamond Ball,Suit,Green,Dosbrak,Wayne Rooney,4ZF4pr7NfxFpMmHTTfVCWQXTbVC2ymvhP8mL2HYMXSPY,24
8,Standard,Winner Hat,No Trait,No Trait,Bloody Eye,Yellow Card,Patriot Flag,Stadium,Dosbrak,Wayne Rooney,J47dvgP7NDK6Hy8G3ZxhsgrZeHUzTfsWZnF4GFNS9fk2,25
7,Old,Crown,No Trait,No Trait,No Trait,European Trophy,Managers Jacket,Orange,Dosbrak,Wayne Rooney,DBGV28MAjCifJCm86qxiMFYRVxcmgH9L7CdrFJEKRsDP,26
6,Old,No Trait,No Trait,No Trait,No Trait,Diamond Ball,Red Jersey,Black,Dosbrak,Wayne Rooney,6XfTXsogAJZjevS57yJDaaHcqz9MPcLEx7RpA8NNzSqe,27
7,Standard,Winner Hat,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Stadium,Dosbrak,Wayne Rooney,8z7h8guXqE7pZXLRuHpKhxVTo1BhVbeXeSw2BHBRnSMm,28
8,Old,No Trait,Sweat,Diamond Grill,No Trait,Yellow Card,Astronaut,Red,Dosbrak,Wayne Rooney,7MTCQb8uoLnZAC9mUZL5jTpwJP5V8VUdYKtfjFYKx7LM,29
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Red Card,Astronaut,Team,Dosbrak,Wayne Rooney,mfg55BUGHwWQa2wgsHnPcBEGQpNAP3GkFHUZ2gLzkEF,30
6,Standard,No Trait,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Stadium,Dosbrak,Wayne Rooney,4hcnvEGe7kbW4Y5F4Zf3qinFdKfy48ieFmXzxBk4bW2k,31
9,Old,No Trait,Sweat,Gold Mouthguard,Bloody Eye,Confetti,Astronaut,Red,Dosbrak,Wayne Rooney,7NDtKppsxXBcHJevc9q8YrDBJWL6AwPNhk69AkzLyAGq,32
9,Standard,Wooly Hat,No Trait,Gold Mouthguard,Bloody Eye,Confetti,Red Jersey,Stadium,Dosbrak,Wayne Rooney,EBPqUU2A3LDbye3BYN5HPLeC2NP8ZWd9C6pFe61DVXGk,33
8,Standard,No Trait,Sweat,Medal,No Trait,Pigskin Ball,Training Hoodie,Stadium,Dosbrak,Wayne Rooney,9riNLgBY3mzKDncMPBjeGi3NuAAzrLLtAS7Fnk7g4Buj,34
7,Standard,Title Crown,No Trait,No Trait,No Trait,Confetti,Astronaut,Blue,Dosbrak,Wayne Rooney,8yNQs2nrf88qLLh9SBeB94yVVGZGGA6vYLS288qbV7av,35
7,Standard,Ba Snapback,No Trait,No Trait,Bloody Eye,No Trait,Red Jersey Torn,Stadium,Dosbrak,Wayne Rooney,3iTbRED7cMK925T3BP5mLEzhKqWrzBx56yS6EXn1yptt,36
8,Standard,Ba Snapback,No Trait,No Trait,Laser Eyes,Yellow Card,Astronaut,Red,Dosbrak,Wayne Rooney,Ekh5Bu1f8vfyBb5wiuYtwpDrfXW7YcNw8rrR2t6zNDAb,37
8,Old,Wooly Hat,No Trait,Gold Mouthguard,No Trait,Confetti,Red Jersey,Stadium,Dosbrak,Wayne Rooney,3LHtrmNmvQRGX9XP8HRDWYEsmGLuQJdiisAtfRU27VwS,38
7,Young,Ba Snapback,No Trait,No Trait,No Trait,Pigskin Ball,White Jersey,Stadium,Dosbrak,Wayne Rooney,DjQiKEEcH9yBC2wCa8cYLJ4uownqmDTvjSFAoG9rC8NW,39
9,Old,Wooly Hat,Sweat,No Trait,Wayfarers,Pigskin Ball,Red Jersey,Stadium,Dosbrak,Wayne Rooney,APYHaR7ZbZYkq2LUsDZ9owh4vKhSGodTiD7jTKTfHt4S,40
7,Standard,No Trait,Sweat,No Trait,No Trait,Fire Ball,Suit,Stadium,Dosbrak,Wayne Rooney,G1zEMvyAZZuM9WKpE5CzYFCQc46i8iG2fqr79cp9AUYE,41
7,Standard,Wooly Hat,No Trait,No Trait,Laser Eyes,No Trait,Red Jersey,Stadium,Dosbrak,Wayne Rooney,5KqQHQ4rpHowHQ1RJ1krSMmk81xMU1WdBHFAjedJHDjb,42
7,Old,No Trait,No Trait,No Trait,Laser Eyes,Yellow Card,Red Jersey,Stadium,Dosbrak,Wayne Rooney,61mbffanQBNG9XhHg31HnGrFrw5KEfFasjNngPyH2nUq,43
9,Standard,Crown,No Trait,Gold Mouthguard,Laser Eyes,League Trophy,Red Jersey Torn,Black,Dosbrak,Wayne Rooney,3D6f6rqUvHTiBAoNrNNZecDXFRwsDR147MHi1fmdGbnR,44
8,Standard,Winner Hat,No Trait,No Trait,Wayfarers,Yellow Card,Astronaut,Blue,Dosbrak,Wayne Rooney,EAvEP61PqHJrXB15BwpToXn95pTmwdnR6BT97qobKCgd,45
6,Old,No Trait,No Trait,No Trait,No Trait,Confetti,Blue Jersey,Stadium,Dosbrak,Wayne Rooney,JD5c9BcFqZGUQnQvnaX3cabMSvPnaifKEXmbLvH8vhAZ,46
7,Old,Ba Snapback,No Trait,No Trait,Bloody Eye,No Trait,Astronaut,Blue,Dosbrak,Wayne Rooney,4bqa2t5E5NcyaGFTAKp9Pyndi7cLR6ZLDtT2hSJqPofH,47
7,Old,Crown,No Trait,No Trait,No Trait,European Trophy,Red Jersey,Red,Dosbrak,Wayne Rooney,EH3W3zDdCiFajW4PGV5bFnjcDCLZrdCcduqZV8HzE8hF,48
7,Standard,Ba Snapback,No Trait,No Trait,No Trait,Fire Ball,Astronaut,Orange,Dosbrak,Wayne Rooney,CfJtHHTgRpY36syqyoh21R5nWSLUudScmuFekanUW7Xz,49
7,Old,Ba Snapback,No Trait,No Trait,No Trait,Red Card,Astronaut,Black,Dosbrak,Wayne Rooney,J1xsApkZgmM9SAvKrP5FUP4zkV43YRgVE8QPhEyHSiH1,50
6,Standard,No Trait,No Trait,No Trait,No Trait,Red Card,Blue Jersey,Stadium,Dosbrak,Wayne Rooney,FZbPADr99FSivHndb15Bzn2htPbNGYmQ9EhMAk6CEnb3,51
7,Old,No Trait,Sweat,No Trait,Bloody Eye,No Trait,Astronaut,Orange,Dosbrak,Wayne Rooney,5FMaisy3gGBgDx58GamCeaSncmguFCH4gNX4HvKf7vGG,52
8,Standard,No Trait,Sweat,No Trait,Wayfarers,Pigskin Ball,Astronaut,Blue,Dosbrak,Wayne Rooney,3WSdokkoohYnyijWMdrUH7wG4XKbEo8FknKPWjWTMtXm,53
8,Standard,Crown,No Trait,No Trait,Laser Eyes,League Trophy,Red Jersey Torn,Blue,Dosbrak,Wayne Rooney,DXrwuq33BSjPHRQ7mWiAjfMYvxSWMJvd11rsRBbAPA2p,54
7,Standard,Wooly Hat,No Trait,No Trait,No Trait,Captain Armband,Black Jersey,Stadium,Dosbrak,Wayne Rooney,Bw4xGqf1Z7Dn4GLknQ8r1w54cBCxVnDttDZf8741Vf3h,55
7,Old,No Trait,Sweat,No Trait,No Trait,Yellow Card,Astronaut,Blue,Dosbrak,Wayne Rooney,2ziqFJUXHUZpVToY3viN1aEfvMgENdDjpJGdNXBGjiU3,56
6,Standard,No Trait,No Trait,No Trait,No Trait,Confetti,White Jersey,Stadium,Dosbrak,Wayne Rooney,ACHLX7Y1TUaCgHLm4rpzUW3nMjBBsU1gcHWx49WCv7a1,57
7,Standard,Winner Hat,No Trait,No Trait,No Trait,Pigskin Ball,Astronaut,Black,Dosbrak,Wayne Rooney,2gf6idv8gDwSQk53r1Z2rpQYCTi3cVJegc2oePvnRpvv,58
7,Standard,No Trait,No Trait,No Trait,Wayfarers,Yellow Card,Astronaut,Black,Dosbrak,Wayne Rooney,7ZY6YGtqcsSb7axXd4ehsjUzB6sWXhhY37NJYXXXaW8y,59
6,Standard,No Trait,No Trait,Gold Mouthguard,No Trait,No Trait,Astronaut,Blue,Dosbrak,Wayne Rooney,xsdD97k3XETtLbBkFH8RSwAfuG72Gyvihffdcz9EW2n,60
6,Standard,No Trait,No Trait,No Trait,No Trait,Fire Ball,Astronaut,Green,Dosbrak,Wayne Rooney,HVg8xDNCfdiD1zmTGK729SLRwWk1LnU8rpuesQ6vjmn1,61
7,Standard,Ba Snapback,Sweat,No Trait,No Trait,No Trait,Red Jersey,Stadium,Dosbrak,Wayne Rooney,9N6xPgaDi8R28sVJAyXRAxAGyZuWwKQx3khdLgpn5eVP,62
6,Old,No Trait,No Trait,No Trait,No Trait,Yellow Card,Astronaut,Green,Dosbrak,Wayne Rooney,BrB8gdPizF4ETtoB9q2t7rXrsEcuBiobcwTMUa9Q88uG,63
9,Standard,Crown,No Trait,Diamond Grill,Wayfarers,Fire Ball,Black Jersey,Red,Dosbrak,Wayne Rooney,9E3jdZhHoNvG6fagw6MCK1my7LuADyw2fw3CqHx3aJgW,64
8,Young,Crown,No Trait,No Trait,Laser Eyes,Red Card,Training Hoodie,Green,Dosbrak,Wayne Rooney,6tFF17npMAtVkPMhDx4qbjEmHphwBgF8UMnEL9AigdR1,65
7,Old,Crown,No Trait,No Trait,No Trait,League Trophy,Red Jersey Torn,Blue,Dosbrak,Wayne Rooney,2558jGWbgnvJSPFhhUg2FGzc6m4ZVK2ig6czi6yJLwt1,66
8,Standard,No Trait,Ad Beard,No Trait,Bloody Eye,European Trophy,Training Hoodie,Blue,Dosbrak,Wayne Rooney,FXXRZ4TA94axd1tvdobtmyF2zDU7EV3cHhFaCzxpGP54,67
8,Old,No Trait,Ad Beard,No Trait,Wayfarers,European Trophy,Suit,Red,Dosbrak,Wayne Rooney,DWPgXmChJqrM6jfVXeoF6Bvp3GxPky7Hfq2VYXibkMqt,68
8,Old,Crown,No Trait,Medal,No Trait,Red Card,Suit,Blue,Dosbrak,Wayne Rooney,2MREdPv7YPaNK5w3f8USsMZg1Y8mkdumLNjWwd4SftXp,69
8,Standard,Crown,No Trait,Gold Mouthguard,No Trait,Confetti,Suit,Orange,Dosbrak,Wayne Rooney,8C5LZfBJhAiDoAJQnQAdAda8tSxvMSfTzx81VDdsrWmB,70
7,Standard,Crown,Sweat,No Trait,No Trait,No Trait,Managers Jacket,Orange,Dosbrak,Wayne Rooney,CXdKUrDkk5AvXJfmc2BGG7qZbHyXCV3gqkvxsiJTJBJE,71
7,Standard,No Trait,Ad Beard,No Trait,No Trait,European Trophy,Suit,Green,Dosbrak,Wayne Rooney,9GPqFfWCgT3gbn4WxSKzgxShPeer9zx1JhjmvVyApwx7,72
7,Old,Crown,No Trait,No Trait,No Trait,Confetti,Blue Jersey,Orange,Dosbrak,Wayne Rooney,CRdMcfiJ1pNmUCrmpEnzHmGn5Gv3fCVyr6MWBqxr4h3r,73
10,Old,Winner Hat,Ad Beard,Gold Mouthguard,Wayfarers,Confetti,Patriot Flag,Green,Dosbrak,Wayne Rooney,BkREqufkA9sGs6sYhYFT8UzJkZtJdDvuyMxaC4fooeqG,74
7,Old,Crown,No Trait,Gold Mouthguard,No Trait,No Trait,Blue Jersey,Black,Dosbrak,Wayne Rooney,6npuGKZUoaGVrpUyycnekPAef8snvbS5y1xVsuqXVnou,75
8,Young,Crown,Sweat,No Trait,No Trait,Yellow Card,White Jersey,Red,Dosbrak,Wayne Rooney,Hd1qdojVbqV3FREjNRW8KMwuCyakWcDfSjdoinH2PGXr,76
8,Standard,Crown,No Trait,No Trait,Wayfarers,Pigskin Ball,Blue Jersey,Orange,Dosbrak,Wayne Rooney,C64WmrDq2uoHw6bF25HH7n37NsBEY5tk3o31kNr1YLXa,77
8,Old,Wooly Hat,Ad Beard,No Trait,No Trait,Boot Award,Red Jersey,Red,Dosbrak,Wayne Rooney,21Yee3er1Jtw1vAY5U6rJ3gYT7yXiqH9dQNyVzuoeEqQ,78
9,Standard,Crown,Sweat,Medal,No Trait,Pigskin Ball,Black Jersey,Orange,Dosbrak,Wayne Rooney,3RPGqK6JqLiSfD44r7zfhz1pgUCAKfrZqwypngNUy9DM,79
9,Standard,Ba Snapback,Ad Beard,No Trait,Laser Eyes,Pigskin Ball,White Jersey,Team,Dosbrak,Wayne Rooney,7otHSU8GBu3zpMUDJfHtjdnTWdzUF5Mx1iMdSqrS4YLD,80
8,Standard,Crown,No Trait,Medal,No Trait,Captain Armband,Black Jersey,Orange,Dosbrak,Wayne Rooney,81WF8Xysqg6MoBdZj9bY9BN8sDvf5YAH1kuidSYSQt4J,81
10,Young,Ba Snapback,Ad Beard,Diamond Grill,Bloody Eye,Captain Armband,Black Jersey,Black,Dosbrak,Wayne Rooney,ELpnvqBYPRiHoeeCu4QiwZ6TjzgryRao6FPDV9VaGVHL,82
8,Standard,Crown,No Trait,No Trait,Bloody Eye,Captain Armband,Black Jersey,Black,Dosbrak,Wayne Rooney,51SxoFKau6bZU6jDHBD7nRgRwqnQWsPkPS9e3kGdBGNj,83
8,Old,Crown,Sweat,No Trait,No Trait,Pigskin Ball,Black Jersey,Blue,Dosbrak,Wayne Rooney,5juo9591WPc5Fnb11KvuqXPMob6Yxv6m1kNpkyvnjpm5,84
8,Standard,Crown,Sweat,No Trait,No Trait,Captain Armband,Black Jersey,Blue,Dosbrak,Wayne Rooney,DuEgDiuNNXcvGjF8PXP8NTB6bvZCqxXgBqY7gcXq6oQL,85
7,Standard,Crown,No Trait,No Trait,No Trait,Yellow Card,White Jersey,Red,Dosbrak,Wayne Rooney,BtYPgmM7hiVHnPe6h31dtyfbjcPGR6ozLkvCMeDoyWpw,86
8,Old,Title Crown,Ad Beard,No Trait,No Trait,Pigskin Ball,Red Jersey,Team,Dosbrak,Wayne Rooney,4vZbMNjuirsAuCeANpqhUgbNWixQA2pfPCTeH6L74DTR,87
7,Standard,Crown,No Trait,No Trait,No Trait,Captain Armband,Black Jersey,Blue,Dosbrak,Wayne Rooney,5A6rFN43ntoSLhsR9Jn7ZpPo8wP4DsZMJUM1UVGD1Qa9,88
7,Standard,Crown,No Trait,No Trait,Wayfarers,No Trait,Black Jersey,Blue,Dosbrak,Wayne Rooney,dzgk1d5bT3rBkP6hoaPwyEpDwEGLKmqEtak8c3CyTVo,89
8,Standard,Crown,Sweat,No Trait,Wayfarers,No Trait,Red Jersey,Black,Dosbrak,Wayne Rooney,3DnJmxGXiYkAN5eYuSUiPA2PsFNjxQoAhRUNKZE9bE7x,90
8,Old,No Trait,Ad Beard,Gold Mouthguard,No Trait,League Trophy,Red Jersey Torn,Red,Dosbrak,Wayne Rooney,DAA7HjVX4TpYXhWS2ZWtHc1mdVyUJ2q5AmRE8gLidPDb,91
7,Standard,Crown,No Trait,No Trait,No Trait,Captain Armband,Black Jersey,Red,Dosbrak,Wayne Rooney,HX714av5Y29vpMQsHFdv6cPTHQZtQ632My3tTecc48vh,92
7,Standard,Crown,No Trait,No Trait,Wayfarers,No Trait,Red Jersey,Orange,Dosbrak,Wayne Rooney,A2N8cVTyxZPJYuiZWUQUvSppLcm2Ym4N8xpYrzGUjLWc,93
7,Standard,No Trait,Ad Beard,No Trait,No Trait,Pigskin Ball,Suit,Team,Dosbrak,Wayne Rooney,D76DoWbfRVfhxZMHHVEcWZAKV3isDd4BqsCw7NpHo6Sa,94
8,Old,No Trait,Ad Beard,Gold Mouthguard,No Trait,Yellow Card,White Jersey,Blockasset,Dosbrak,Wayne Rooney,B4bAwgLXknw8fEFXKtrSGDCkC1ZpDV9UpZccaRtFRhcT,95
7,Old,No Trait,No Trait,Diamond Grill,No Trait,European Trophy,Red Jersey,Team,Dosbrak,Wayne Rooney,5i6Umd9RUkd9xZ6p9Fz1v4oTcMLLLVxuQvBMXPx13L4t,96
9,Old,Ba Snapback,Ad Beard,No Trait,Bloody Eye,Pigskin Ball,Red Jersey,Blockasset,Dosbrak,Wayne Rooney,2M8vJ5f9y5aTNjxEmD3bwGkcPp2gtZQTaL6CP71DBHqC,97
9,Old,Title Crown,Ad Beard,No Trait,Wayfarers,Captain Armband,Black Jersey,Black,Dosbrak,Wayne Rooney,H5euTuh4hPS8mqVNdvHT3RiraywQ6kFGERbq1BoHmuqS,98
8,Standard,No Trait,Ad Beard,No Trait,Bloody Eye,Pigskin Ball,White Jersey,Blockasset,Dosbrak,Wayne Rooney,f2FdatsHzaSoEiBsGcbwyowFpg8apeQL7FLqc2GCRHz,99
8,Young,Title Crown,Ad Beard,No Trait,No Trait,Captain Armband,Black Jersey,Red,Dosbrak,Wayne Rooney,4hv9H4RqbaJoJEn8F73EBKrSb6C2dKUUQLBVw7Rxumhu,100
10,Old,Wooly Hat,Sweat,Diamond Grill,Bloody Eye,European Trophy,Red Jersey,Red,Dosbrak,Wayne Rooney,h23zyt6s64965fywHuzemCKHgvzbDa6R5zMpwSJA6XF,101
8,Old,Title Crown,Ad Beard,No Trait,No Trait,Pigskin Ball,White Jersey,Green,Dosbrak,Wayne Rooney,7E3BvhzQXcigSgCKrFRUX31hrz61aLBf1Ps4duao4Kn4,102
8,Standard,Title Crown,No Trait,No Trait,Wayfarers,Boot Award,Blue Jersey,Blockasset,Dosbrak,Wayne Rooney,BgCqMDTTo6aMR2ZwnCqa9WVjbCiFWgpNWeHn8kG4Sgno,103
10,Old,Winner Hat,Ad Beard,Gold Mouthguard,Wayfarers,Yellow Card,Red Jersey,Red,Dosbrak,Wayne Rooney,9W52RBWUgfWaE93WucMmMwwDu6oV8t2YYBHwThT6Af4,104
9,Standard,Ba Snapback,No Trait,Gold Mouthguard,Wayfarers,European Trophy,Managers Jacket,Red,Dosbrak,Wayne Rooney,2zZKj1gGWFg7Bhg6TPP4o51WL75Zqnwy7mbR8aGzpUyB,105
8,Old,Winner Hat,No Trait,Gold Mouthguard,No Trait,European Trophy,Managers Jacket,Black,Dosbrak,Wayne Rooney,B4gdSz8P6vrizGTw6DUc5pDEEve2Kt7w5ecJXhDTDsgM,106
9,Young,Winner Hat,Ad Beard,No Trait,Wayfarers,Red Card,Red Jersey,Blue,Dosbrak,Wayne Rooney,7Fo4nSpMn5Ecq4jbhJAPLg8wYsfdHdRxJcAHnVLcwR5A,107
8,Old,No Trait,No Trait,Gold Mouthguard,Bloody Eye,Boot Award,Patriot Flag,Green,Dosbrak,Wayne Rooney,H3bhvNUiPf3EH8KLPjVhDvoGkqw8Jdv6xWsx3GbUR4uv,108
8,Standard,Ba Snapback,Ad Beard,No Trait,No Trait,Fire Ball,Training Hoodie,Red,Dosbrak,Wayne Rooney,D5ZuaKMnP19X2zCmCtppYGyUCnk7B3aiX7BwiqLPDYn1,109
8,Young,No Trait,Ad Beard,Medal,No Trait,Yellow Card,White Jersey,Green,Dosbrak,Wayne Rooney,Hb1LNbted3jX2ykVZGNdbVLqvCtBFKYQLmMRRWDmDgqM,110
9,Standard,Wooly Hat,Ad Beard,No Trait,Laser Eyes,Yellow Card,Red Jersey,Red,Dosbrak,Wayne Rooney,7P5Ei2cC5ktfaTB1qzqcbgNEjDYA5mQcaoZCF2DjR5vj,111
8,Old,No Trait,Ad Beard,No Trait,Wayfarers,Confetti,White Jersey,Blue,Dosbrak,Wayne Rooney,1tXKF727VU7PCq8nsrQXsqVGu1nMjdiaa7DAg16ZH7i,112
8,Young,Ba Snapback,Sweat,No Trait,No Trait,Boot Award,Blue Jersey,Blockasset,Dosbrak,Wayne Rooney,9fLxtvBdGpQTZoTZnN1KwHmKXuuheyMb9pEaSRZp5TMq,113
9,Standard,Wooly Hat,Ad Beard,No Trait,Bloody Eye,Fire Ball,Red Jersey,Black,Dosbrak,Wayne Rooney,CQ8PHa2YdunZU3Pe8yqSa9zvwL6ca6aCBuAFpK8ZWbHs,114
9,Standard,Winner Hat,Ad Beard,Gold Mouthguard,Bloody Eye,No Trait,Red Jersey,Black,Dosbrak,Wayne Rooney,HsZYjxrNBbkBw68AstvUYBn2rjxNPJB6855EfSsBJzdK,115
8,Standard,Winner Hat,England Paint,Diamond Grill,Bloody Eye,No Trait,No Trait,Orange,Dosbrak,Wayne Rooney,5DWAhf6qszcPahYSp1MJt1BcALP6GbLLGrYUhf8jcKzG,116
8,Standard,No Trait,Ad Beard,No Trait,Wayfarers,Red Card,Suit,Black,Dosbrak,Wayne Rooney,7P1XtX1nFXME3zafKPdSbnZaYBhut83uQmEx1LcAvizG,117
8,Standard,Ba Snapback,No Trait,Gold Mouthguard,No Trait,Boot Award,Suit,Blockasset,Dosbrak,Wayne Rooney,EwzXMGfn2ztzWvABAwgyEQza2gGnE8xv8uN9N6BX7vWJ,118
7,Standard,Winner Hat,England Paint,Medal,No Trait,No Trait,No Trait,Team,Dosbrak,Wayne Rooney,EjVNyc1KPAnRCtHKPSneMDkrsi6f6NnMtXz6iMw81Ka3,119
8,Standard,Ba Snapback,Ad Beard,No Trait,No Trait,Pigskin Ball,Training Hoodie,Black,Dosbrak,Wayne Rooney,61gqdNqKmHiZaj81hJJZMfNih1o97evpsU58HYRa2JUU,120
8,Young,Wooly Hat,No Trait,No Trait,Bloody Eye,European Trophy,Red Jersey,Blockasset,Dosbrak,Wayne Rooney,GiPJpYwUT7B6aCuvH6WpWLCV47b9ad5jm6wxnqxrMAP6,121
9,Standard,Ba Snapback,Sweat,Diamond Grill,No Trait,European Trophy,Red Jersey,Blue,Dosbrak,Wayne Rooney,HZi9PMFzrEuzNNeHvzomwGy9mKmNP2AYnA47cMQn7W6A,122
7,Standard,No Trait,Ad Beard,No Trait,No Trait,Confetti,Suit,Orange,Dosbrak,Wayne Rooney,GcbPiLqQpUv4Uw4cJxYhCh5tJc4fU45bUB2JLuAYNqtN,123
8,Standard,Winner Hat,England Paint,Diamond Grill,Wayfarers,No Trait,No Trait,Green,Dosbrak,Wayne Rooney,9CFBwfWQht8QzWGZKMZmQnKgZnzDUCgrHxrAXF53xBoX,124
9,Standard,Wooly Hat,Ad Beard,No Trait,Bloody Eye,Yellow Card,Red Jersey,Red,Dosbrak,Wayne Rooney,EzQuhRNWRKCW13PkCiSdWq4DvY8qpiAeJHJw3TSeufKJ,125
7,Young,No Trait,Sweat,No Trait,No Trait,Boot Award,Patriot Flag,Green,Dosbrak,Wayne Rooney,66FtscTkVGoSy6fcFMc4fYWoDu7UAVxwLiYs6gw8W9oP,126
8,Old,No Trait,No Trait,Medal,Laser Eyes,Fire Ball,Managers Jacket,Team,Dosbrak,Wayne Rooney,6jVKHh9LQwEUpBp5vtGKHdJNdDbrhEzhe688dHJmMEq6,127
7,Old,Title Crown,No Trait,No Trait,No Trait,European Trophy,Suit,Orange,Dosbrak,Wayne Rooney,9G2Y2TQCXNWrw32JfVdQJd7vb895QBTcZ7iEsST8bhRN,128
7,Standard,Winner Hat,England Paint,No Trait,Laser Eyes,No Trait,No Trait,Blockasset,Dosbrak,Wayne Rooney,5CSTKyrqs4g1Zvj8nyBwCDdyoN3FdHq5ayoCjj94soyG,129
